"ParentID","CurveName","Ordinal","vA","vB","vE"
56264,"U3, US Very Inverse",30,0.09,3.88,2.00
56264,"U4, US Extremely Inv.",40,0.03,5.67,2.00
56850,"C1, IEC Standard Inv",10,0.00,0.14,0.02
56850,"C2, Very Inverse",20,0.00,13.50,1.00
56850,"C3, Extremely Inverse",30,0.00,80.00,2.00
56850,"C4, Long Time Inv.",40,0.00,120.00,1.00
56850,"C5, Short-Time Inv",50,0.00,0.05,0.04
56855,"U1, US Moderately Inv",10,0.02,0.01,0.02
56855,"U2, US Inverse",20,0.18,5.95,2.00
56855,"U3, US Very Inverse",30,0.09,3.88,2.00
56855,"U4, US Extremely Inv.",40,0.03,5.67,2.00
56855,"U5, US Short-Time Inv.",50,2.62e-03,3.42e-03,0.02
56860,"C1, IEC Standard Inv",10,0.00,0.14,0.02
56860,"C2, Very Inverse",20,0.00,13.50,1.00
56860,"C3, Extremely Inverse",30,0.00,80.00,2.00
56860,"C4, Long Time Inv.",40,0.00,120.00,1.00
56860,"C5, Short-Time Inv",50,0.00,0.05,0.04
56865,"U1, US Moderately Inv",10,0.02,0.01,0.02
56865,"U2, US Inverse",20,0.18,5.95,2.00
56865,"U3, US Very Inverse",30,0.09,3.88,2.00
56865,"U4, US Extremely Inv.",40,0.03,5.67,2.00
56865,"U5, US Short-Time Inv.",50,2.62e-03,3.42e-03,0.02
56870,"C1, IEC Standard Inv",10,0.00,0.14,0.02
56870,"C2, Very Inverse",20,0.00,13.50,1.00
56870,"C3, Extremely Inverse",30,0.00,80.00,2.00
56870,"C4, Long Time Inv.",40,0.00,120.00,1.00
56870,"C5, Short-Time Inv",50,0.00,0.05,0.04
56875,"U1, US Moderately Inv",10,0.02,0.01,0.02
56875,"U2, US Inverse",20,0.18,5.95,2.00
56875,"U3, US Very Inverse",30,0.09,3.88,2.00
56875,"U4, US Extremely Inv.",40,0.03,5.67,2.00
56875,"U5, US Short-Time Inv.",50,2.62e-03,3.42e-03,0.02
56880,"C1, IEC Standard Inv",10,0.00,0.14,0.02
56880,"C2, Very Inverse",20,0.00,13.50,1.00
56880,"C3, Extremely Inverse",30,0.00,80.00,2.00
56880,"C4, Long Time Inv.",40,0.00,120.00,1.00
56880,"C5, Short-Time Inv",50,0.00,0.05,0.04
56885,"U1, US Moderately Inv",10,0.02,0.01,0.02
56885,"U2, US Inverse",20,0.18,5.95,2.00
56885,"U3, US Very Inverse",30,0.09,3.88,2.00
56885,"U4, US Extremely Inv.",40,0.03,5.67,2.00
56885,"U5, US Short-Time Inv.",50,2.62e-03,3.42e-03,0.02
56890,"C1, IEC Standard Inv",10,0.00,0.14,0.02
56890,"C2, Very Inverse",20,0.00,13.50,1.00
56890,"C3, Extremely Inverse",30,0.00,80.00,2.00
56890,"C4, Long Time Inv.",40,0.00,120.00,1.00
56890,"C5, Short-Time Inv",50,0.00,0.05,0.04
56895,"U1, US Moderately Inv",10,0.02,0.01,0.02
56895,"U2, US Inverse",20,0.18,5.95,2.00
56895,"U3, US Very Inverse",30,0.09,3.88,2.00
56895,"U4, US Extremely Inv.",40,0.03,5.67,2.00
56895,"U5, US Short-Time Inv.",50,2.62e-03,3.42e-03,0.02
56900,"C1, IEC Standard Inv",10,0.00,0.14,0.02
56900,"C2, Very Inverse",20,0.00,13.50,1.00
56900,"C3, Extremely Inverse",30,0.00,80.00,2.00
56900,"C4, Long Time Inv.",40,0.00,120.00,1.00
56900,"C5, Short-Time Inv",50,0.00,0.05,0.04
56905,"U1, US Moderately Inv",10,0.02,0.01,0.02
56905,"U2, US Inverse",20,0.18,5.95,2.00
56905,"U3, US Very Inverse",30,0.09,3.88,2.00
56905,"U4, US Extremely Inv.",40,0.03,5.67,2.00
56905,"U5, US Short-Time Inv.",50,2.62e-03,3.42e-03,0.02
56910,"C1, IEC Standard Inv",10,0.00,0.14,0.02
56910,"C2, Very Inverse",20,0.00,13.50,1.00
56910,"C3, Extremely Inverse",30,0.00,80.00,2.00
56910,"C4, Long Time Inv.",40,0.00,120.00,1.00
56910,"C5, Short-Time Inv",50,0.00,0.05,0.04
56917,"U1, US Moderately Inv",10,0.02,0.01,0.02
56917,"U2, US Inverse",20,0.18,5.95,2.00
56917,"U3, US Very Inverse",30,0.09,3.88,2.00
56917,"U4, US Extremely Inv.",40,0.03,5.67,2.00
56917,"U5, US Short-Time Inv.",50,2.62e-03,3.42e-03,0.02
56924,"C1, IEC Standard Inv",10,0.00,0.14,0.02
56924,"C2, Very Inverse",20,0.00,13.50,1.00
56924,"C3, Extremely Inverse",30,0.00,80.00,2.00
56924,"C4, Long Time Inv.",40,0.00,120.00,1.00
56924,"C5, Short-Time Inv",50,0.00,0.05,0.04
56931,"U1, US Moderately Inv",10,0.02,0.01,0.02
56931,"U2, US Inverse",20,0.18,5.95,2.00
56931,"U3, US Very Inverse",30,0.09,3.88,2.00
56931,"U4, US Extremely Inv.",40,0.03,5.67,2.00
56931,"U5, US Short-Time Inv.",50,2.62e-03,3.42e-03,0.02
56938,"C1, IEC Standard Inv",10,0.00,0.14,0.02
56938,"C2, Very Inverse",20,0.00,13.50,1.00
56938,"C3, Extremely Inverse",30,0.00,80.00,2.00
56938,"C4, Long Time Inv.",40,0.00,120.00,1.00
56938,"C5, Short-Time Inv",50,0.00,0.05,0.04
56945,"U1, US Moderately Inv",10,0.02,0.01,0.02
56945,"U2, US Inverse",20,0.18,5.95,2.00
56945,"U3, US Very Inverse",30,0.09,3.88,2.00
56945,"U4, US Extremely Inv.",40,0.03,5.67,2.00
56945,"U5, US Short-Time Inv.",50,2.62e-03,3.42e-03,0.02
56952,"C1, IEC Standard Inv",10,0.00,0.14,0.02
56952,"C2, Very Inverse",20,0.00,13.50,1.00
56952,"C3, Extremely Inverse",30,0.00,80.00,2.00
56952,"C4, Long Time Inv.",40,0.00,120.00,1.00
56952,"C5, Short-Time Inv",50,0.00,0.05,0.04
56957,"U1, US Moderately Inv",10,0.02,0.01,0.02
56957,"U2, US Inverse",20,0.18,5.95,2.00
56957,"U3, US Very Inverse",30,0.09,3.88,2.00
56957,"U4, US Extremely Inv.",40,0.03,5.67,2.00
56957,"U5, US Short-Time Inv.",50,2.62e-03,3.42e-03,0.02
56962,"C1, IEC Standard Inv",10,0.00,0.14,0.02
56962,"C2, Very Inverse",20,0.00,13.50,1.00
56962,"C3, Extremely Inverse",30,0.00,80.00,2.00
56962,"C4, Long Time Inv.",40,0.00,120.00,1.00
56962,"C5, Short-Time Inv",50,0.00,0.05,0.04
56967,"U1, US Moderately Inv",10,0.02,0.01,0.02
56967,"U2, US Inverse",20,0.18,5.95,2.00
56967,"U3, US Very Inverse",30,0.09,3.88,2.00
56967,"U4, US Extremely Inv.",40,0.03,5.67,2.00
56967,"U5, US Short-Time Inv.",50,2.62e-03,3.42e-03,0.02
56972,"C1, IEC Standard Inv",10,0.00,0.14,0.02
56972,"C2, Very Inverse",20,0.00,13.50,1.00
56972,"C3, Extremely Inverse",30,0.00,80.00,2.00
56972,"C4, Long Time Inv.",40,0.00,120.00,1.00
56972,"C5, Short-Time Inv",50,0.00,0.05,0.04
56977,"U1, US Moderately Inv",10,0.02,0.01,0.02
56977,"U2, US Inverse",20,0.18,5.95,2.00
56977,"U3, US Very Inverse",30,0.09,3.88,2.00
56977,"U4, US Extremely Inv.",40,0.03,5.67,2.00
56977,"U5, US Short-Time Inv.",50,2.62e-03,3.42e-03,0.02
57064,"C1, Std Inv",10,0.00,0.14,0.02
57064,"C2, Very Inv",20,0.00,13.50,1.00
57064,"C3, Ext Inv",30,0.00,80.00,2.00
57064,"C4, LT Inv",40,0.00,120.00,1.00
57064,"C5, ST Inv",50,0.00,0.05,0.04
57069,"U1, US Mod Inv",10,0.02,0.01,0.02
57069,"U2, US Inv",20,0.18,5.95,2.00
57069,"U3, US Very Inv",30,0.09,3.88,2.00
57069,"U4, US Ext Inv",40,0.03,5.67,2.00
57069,"U5, US ST Inv",50,2.62e-03,3.42e-03,0.02
57074,"C1, Std Inv",10,0.00,0.14,0.02
57074,"C2, Very Inv",20,0.00,13.50,1.00
57074,"C3, Ext Inv",30,0.00,80.00,2.00
57074,"C4, LT Inv",40,0.00,120.00,1.00
57074,"C5, ST Inv",50,0.00,0.05,0.04
57079,"U1, US Mod Inv",10,0.02,0.01,0.02
57079,"U2, US Inv",20,0.18,5.95,2.00
57079,"U3, US Very Inv",30,0.09,3.88,2.00
57079,"U4, US Ext Inv",40,0.03,5.67,2.00
57079,"U5, US ST Inv",50,2.62e-03,3.42e-03,0.02
57084,"C1, Std Inv",10,0.00,0.14,0.02
57084,"C2, Very Inv",20,0.00,13.50,1.00
57084,"C3, Ext Inv",30,0.00,80.00,2.00
57084,"C4, LT Inv",40,0.00,120.00,1.00
57084,"C5, ST Inv",50,0.00,0.05,0.04
57089,"U1, US Mod Inv",10,0.02,0.01,0.02
57089,"U2, US Inv",20,0.18,5.95,2.00
57089,"U3, US Very Inv",30,0.09,3.88,2.00
57089,"U4, US Ext Inv",40,0.03,5.67,2.00
57089,"U5, US ST Inv",50,2.62e-03,3.42e-03,0.02
57094,"C1, Std Inv",10,0.00,0.14,0.02
57094,"C2, Very Inv",20,0.00,13.50,1.00
57094,"C3, Ext Inv",30,0.00,80.00,2.00
57094,"C4, LT Inv",40,0.00,120.00,1.00
57094,"C5, ST Inv",50,0.00,0.05,0.04
57099,"U1, US Mod Inv",10,0.02,0.01,0.02
57099,"U2, US Inv",20,0.18,5.95,2.00
57099,"U3, US Very Inv",30,0.09,3.88,2.00
57099,"U4, US Ext Inv",40,0.03,5.67,2.00
57099,"U5, US ST Inv",50,2.62e-03,3.42e-03,0.02
57104,"C1, Std Inv",10,0.00,0.14,0.02
57104,"C2, Very Inv",20,0.00,13.50,1.00
57104,"C3, Ext Inv",30,0.00,80.00,2.00
57104,"C4, LT Inv",40,0.00,120.00,1.00
57104,"C5, ST Inv",50,0.00,0.05,0.02
57109,"U1, US Mod Inv",10,0.02,0.01,0.02
57109,"U2, US Inv",20,0.18,5.95,2.00
57109,"U3, US Very Inv",30,0.09,3.88,2.00
57109,"U4, US Ext Inv",40,0.03,5.67,2.00
57109,"U5, US ST Inv",50,2.62e-03,3.42e-03,0.02
57114,"C1, Std Inv",10,0.00,0.14,0.02
57114,"C2, Very Inv",20,0.00,13.50,1.00
57114,"C3, Ext Inv",30,0.00,80.00,2.00
57114,"C4, LT Inv",40,0.00,120.00,1.00
57114,"C5, ST Inv",50,0.00,0.05,0.04
57119,"U1, US Mod Inv",10,0.02,0.01,0.02
57119,"U2, US Inv",20,0.18,5.95,2.00
57119,"U3, US Very Inv",30,0.09,3.88,2.00
57119,"U4, US Ext Inv",40,0.03,5.67,2.00
57119,"U5, US ST Inv",50,2.62e-03,3.42e-03,0.02
57124,"C1, Std Inv",10,0.00,0.14,0.02
57124,"C2, Very Inv",20,0.00,13.50,1.00
57124,"C3, Ext Inv",30,0.00,80.00,2.00
57124,"C4, LT Inv",40,0.00,120.00,1.00
57124,"C5, ST Inv",50,0.00,0.05,0.04
57129,"U1, US Mod Inv",10,0.02,0.01,0.02
57129,"U2, US Inv",20,0.18,5.95,2.00
57129,"U3, US Very Inv",30,0.09,3.88,2.00
57129,"U4, US Ext Inv",40,0.03,5.67,2.00
57129,"U5, US ST Inv",50,2.62e-03,3.42e-03,0.02
57134,"C1, IEC Standard Inv",10,0.00,0.14,0.02
57134,"C2, Very Inverse",20,0.00,13.50,1.00
57134,"C3, Extremely Inverse",30,0.00,80.00,2.00
57134,"C4, Long Time Inv.",40,0.00,120.00,1.00
57144,"C1, IEC Standard Inv",10,0.00,0.14,0.02
57144,"C2, Very Inverse",20,0.00,13.50,1.00
57144,"C3, Extremely Inverse",30,0.00,80.00,2.00
57144,"C4, Long Time Inv.",40,0.00,120.00,1.00
57149,"U1, US Moderately Inv",10,0.02,0.01,0.02
57149,"U2, US Inverse",20,0.18,5.95,2.00
57149,"U3, US Very Inverse",30,0.09,3.88,2.00
57149,"U4, US Extremely Inv.",40,0.03,5.67,2.00
57159,"C1, IEC Standard Inv",10,0.00,0.14,0.02
57159,"C2, Very Inverse",20,0.00,13.50,1.00
57159,"C3, Extremely Inverse",30,0.00,80.00,2.00
57159,"C4, Long Time Inv.",40,0.00,120.00,1.00
57164,"U1, US Moderately Inv",10,0.02,0.01,0.02
57164,"U2, US Inverse",20,0.18,5.95,2.00
57164,"U3, US Very Inverse",30,0.09,3.88,2.00
57164,"U4, US Extremely Inv.",40,0.03,5.67,2.00
57169,"U1, US Moderately Inv",10,0.02,0.01,0.02
57169,"U2, US Inverse",20,0.18,5.95,2.00
57169,"U3, US Very Inverse",30,0.09,3.88,2.00
57169,"U4, US Extremely Inv.",40,0.03,5.67,2.00
57174,"C1, IEC Standard Inv",10,0.00,0.14,0.02
57174,"C2, Very Inverse",20,0.00,13.50,1.00
57174,"C3, Extremely Inverse",30,0.00,80.00,2.00
57174,"C4, Long Time Inv.",40,0.00,120.00,1.00
57179,"U1, US Moderately Inv",10,0.02,0.01,0.02
57179,"U2, US Inverse",20,0.18,5.95,2.00
57179,"U3, US Very Inverse",30,0.09,3.88,2.00
57179,"U4, US Extremely Inv.",40,0.03,5.67,2.00
57189,"C1, IEC Standard Inv",10,0.00,0.14,0.02
57189,"C2, Very Inverse",20,0.00,13.50,1.00
57189,"C3, Extremely Inverse",30,0.00,80.00,2.00
57189,"C4, Long Time Inv.",40,0.00,120.00,1.00
57194,"U1, US Moderately Inv",10,0.02,0.01,0.02
57194,"U2, US Inverse",20,0.18,5.95,2.00
57194,"U3, US Very Inverse",30,0.09,3.88,2.00
57194,"U4, US Extremely Inv.",40,0.03,5.67,2.00
57199,"C1, IEC Standard Inv",10,0.00,0.14,0.02
57199,"C2, Very Inverse",20,0.00,13.50,1.00
57199,"C3, Extremely Inverse",30,0.00,80.00,2.00
57199,"C4, Long Time Inv.",40,0.00,120.00,1.00
57209,"U1, US Moderately Inv",10,0.02,0.01,0.02
57209,"U2, US Inverse",20,0.18,5.95,2.00
57209,"U3, US Very Inverse",30,0.09,3.88,2.00
57209,"U4, US Extremely Inv.",40,0.03,5.67,2.00
57214,"C1, IEC Standard Inv",10,0.00,0.14,0.02
57214,"C2, Very Inverse",20,0.00,13.50,1.00
57214,"C3, Extremely Inverse",30,0.00,80.00,2.00
57214,"C4, Long Time Inv.",40,0.00,120.00,1.00
57219,"U1, US Moderately Inv",10,0.02,0.01,0.02
57219,"U2, US Inverse",20,0.18,5.95,2.00
57219,"U3, US Very Inverse",30,0.09,3.88,2.00
57219,"U4, US Extremely Inv.",40,0.03,5.67,2.00
57224,"U1, US Moderately Inv",10,0.02,0.01,0.02
57224,"U2, US Inverse",20,0.18,5.95,2.00
57224,"U3, US Very Inverse",30,0.09,3.88,2.00
57224,"U4, US Extremely Inv.",40,0.03,5.67,2.00
57229,"C1, IEC Standard Inv",10,0.00,0.14,0.02
57229,"C2, Very Inverse",20,0.00,13.50,1.00
57229,"C3, Extremely Inverse",30,0.00,80.00,2.00
57229,"C4, Long Time Inv.",40,0.00,120.00,1.00
57234,"U1, US Moderately Inv",10,0.02,0.01,0.02
57234,"U2, US Inverse",20,0.18,5.95,2.00
57234,"U3, US Very Inverse",30,0.09,3.88,2.00
57234,"U4, US Extremely Inv.",40,0.03,5.67,2.00
57239,"C1, IEC Standard Inv",10,0.00,0.14,0.02
57239,"C2, Very Inverse",20,0.00,13.50,1.00
57239,"C3, Extremely Inverse",30,0.00,80.00,2.00
57239,"C4, Long Time Inv.",40,0.00,120.00,1.00
57244,"U1, US Moderately Inv",10,0.02,0.01,0.02
57244,"U2, US Inverse",20,0.18,5.95,2.00
57244,"U3, US Very Inverse",30,0.09,3.88,2.00
57244,"U4, US Extremely Inv.",40,0.03,5.67,2.00
57254,"C1, IEC Standard Inv",10,0.00,0.14,0.02
57254,"C2, Very Inverse",20,0.00,13.50,1.00
57254,"C3, Extremely Inverse",30,0.00,80.00,2.00
57254,"C4, Long Time Inv.",40,0.00,120.00,1.00
57254,"C5, Short-Time Inv",50,0.00,0.05,0.04
57259,"U1, US Moderately Inv",10,0.02,0.01,0.02
57259,"U2, US Inverse",20,0.18,5.95,2.00
57259,"U3, US Very Inverse",30,0.09,3.88,2.00
57259,"U4, US Extremely Inv.",40,0.03,5.67,2.00
57259,"U5, US Short-Time Inv.",50,2.62e-03,3.42e-03,0.02
57264,"C1, IEC Standard Inv",10,0.00,0.14,0.02
57264,"C2, Very Inverse",20,0.00,13.50,1.00
57264,"C3, Extremely Inverse",30,0.00,80.00,2.00
57264,"C4, Long Time Inv.",40,0.00,120.00,1.00
57264,"C5, Short-Time Inv",50,0.00,0.05,0.04
57269,"U1, US Moderately Inv",10,0.02,0.01,0.02
57269,"U2, US Inverse",20,0.18,5.95,2.00
57269,"U3, US Very Inverse",30,0.09,3.88,2.00
57269,"U4, US Extremely Inv.",40,0.03,5.67,2.00
57269,"U5, US Short-Time Inv.",50,2.62e-03,3.42e-03,0.02
57274,"C1, IEC Standard Inv",10,0.00,0.14,0.02
57274,"C2, Very Inverse",20,0.00,13.50,1.00
57274,"C3, Extremely Inverse",30,0.00,80.00,2.00
57274,"C4, Long Time Inv.",40,0.00,120.00,1.00
57274,"C5, Short-Time Inv",50,0.00,0.05,0.04
57279,"U1, US Moderately Inv",10,0.02,0.01,0.02
57279,"U2, US Inverse",20,0.18,5.95,2.00
57279,"U3, US Very Inverse",30,0.09,3.88,2.00
57279,"U4, US Extremely Inv.",40,0.03,5.67,2.00
57279,"U5, US Short-Time Inv.",50,2.62e-03,3.42e-03,0.02
57289,"C1, IEC Standard Inv",10,0.00,0.14,0.02
57289,"C2, Very Inverse",20,0.00,13.50,1.00
57289,"C3, Extremely Inverse",30,0.00,80.00,2.00
57289,"C4, Long Time Inv.",40,0.00,120.00,1.00
57289,"C5, Short-Time Inv",50,0.00,0.05,0.04
57294,"U1, US Moderately Inv",10,0.02,0.01,0.02
57294,"U2, US Inverse",20,0.18,5.95,2.00
57294,"U3, US Very Inverse",30,0.09,3.88,2.00
57294,"U4, US Extremely Inv.",40,0.03,5.67,2.00
57294,"U5, US Short-Time Inv.",50,2.62e-03,3.42e-03,0.02
57299,"C1, IEC Standard Inv",10,0.00,0.14,0.02
57299,"C2, Very Inverse",20,0.00,13.50,1.00
57299,"C3, Extremely Inverse",30,0.00,80.00,2.00
57299,"C4, Long Time Inv.",40,0.00,120.00,1.00
57299,"C5, Short-Time Inv",50,0.00,0.05,0.04
57304,"U1, US Moderately Inv",10,0.02,0.01,0.02
57304,"U2, US Inverse",20,0.18,5.95,2.00
57304,"U3, US Very Inverse",30,0.09,3.88,2.00
57304,"U4, US Extremely Inv.",40,0.03,5.67,2.00
57304,"U5, US Short-Time Inv.",50,2.62e-03,3.42e-03,0.02
57309,"C1, IEC Standard Inv",10,0.00,0.14,0.02
57309,"C2, Very Inverse",20,0.00,13.50,1.00
57309,"C3, Extremely Inverse",30,0.00,80.00,2.00
57309,"C4, Long Time Inv.",40,0.00,120.00,1.00
57309,"C5, Short-Time Inv",50,0.00,0.05,0.04
57314,"U1, US Moderately Inv",10,0.02,0.01,0.02
57314,"U2, US Inverse",20,0.18,5.95,2.00
57314,"U3, US Very Inverse",30,0.09,3.88,2.00
57314,"U4, US Extremely Inv.",40,0.03,5.67,2.00
57314,"U5, US Short-Time Inv.",50,2.62e-03,3.42e-03,0.02
57319,"C1, IEC Standard Inv",10,0.00,0.14,0.02
57319,"C2, Very Inverse",20,0.00,13.50,1.00
57319,"C3, Extremely Inverse",30,0.00,80.00,2.00
57319,"C4, Long Time Inv.",40,0.00,120.00,1.00
57319,"C5, Short-Time Inv",50,0.00,0.05,0.04
57324,"U1, US Moderately Inv",10,0.02,0.01,0.02
57324,"U2, US Inverse",20,0.18,5.95,2.00
57324,"U3, US Very Inverse",30,0.09,3.88,2.00
57324,"U4, US Extremely Inv.",40,0.03,5.67,2.00
57324,"U5, US Short-Time Inv.",50,2.62e-03,3.42e-03,0.02
57342,"C1, IEC Standard Inv",10,0.00,0.14,0.02
57342,"C2, Very Inverse",20,0.00,13.50,1.00
57342,"C3, Extremely Inverse",30,0.00,80.00,2.00
57342,"C4, Long Time Inv.",40,0.00,120.00,1.00
57347,"U1, US Moderately Inv",10,0.02,0.01,0.02
57347,"U2, US Inverse",20,0.18,5.95,2.00
57347,"U3, US Very Inverse",30,0.09,3.88,2.00
57347,"U4, US Extremely Inv.",40,0.03,5.67,2.00
57352,"C1, IEC Standard Inv",10,0.00,0.14,0.02
57352,"C2, Very Inverse",20,0.00,13.50,1.00
57352,"C3, Extremely Inverse",30,0.00,80.00,2.00
57352,"C4, Long Time Inv.",40,0.00,120.00,1.00
57359,"U1, US Moderately Inv",10,0.02,0.01,0.02
57359,"U2, US Inverse",20,0.18,5.95,2.00
57359,"U3, US Very Inverse",30,0.09,3.88,2.00
57359,"U4, US Extremely Inv.",40,0.03,5.67,2.00
57366,"C1, IEC Standard Inv",10,0.00,0.14,0.02
57366,"C2, Very Inverse",20,0.00,13.50,1.00
57366,"C3, Extremely Inverse",30,0.00,80.00,2.00
57366,"C4, Long Time Inv.",40,0.00,120.00,1.00
57373,"C1, IEC Standard Inv",10,0.00,0.14,0.02
57373,"C2, Very Inverse",20,0.00,13.50,1.00
57373,"C3, Extremely Inverse",30,0.00,80.00,2.00
57373,"C4, Long Time Inv.",40,0.00,120.00,1.00
57378,"U1, US Moderately Inv",10,0.02,0.01,0.02
57378,"U2, US Inverse",20,0.18,5.95,2.00
57378,"U3, US Very Inverse",30,0.09,3.88,2.00
57378,"U4, US Extremely Inv.",40,0.03,5.67,2.00
57383,"U1, US Moderately Inv",10,0.02,0.01,0.02
57383,"U2, US Inverse",20,0.18,5.95,2.00
57383,"U3, US Very Inverse",30,0.09,3.88,2.00
57383,"U4, US Extremely Inv.",40,0.03,5.67,2.00
57390,"C1, IEC Standard Inv",10,0.00,0.14,0.02
57390,"C2, Very Inverse",20,0.00,13.50,1.00
57390,"C3, Extremely Inverse",30,0.00,80.00,2.00
57390,"C4, Long Time Inv.",40,0.00,120.00,1.00
57394,"U1, US Moderately Inv",10,0.02,0.01,0.02
57394,"U2, US Inverse",20,0.18,5.95,2.00
57394,"U3, US Very Inverse",30,0.09,3.88,2.00
57394,"U4, US Extremely Inv.",40,0.03,5.67,2.00
57600,"C1, Std Inv",10,0.00,0.14,0.02
57600,"C2, VI",20,0.00,13.50,1.00
57600,"C3, EI",30,0.00,80.00,2.00
57600,"C4, LI",40,0.00,120.00,1.00
57600,"C5, SI",50,0.00,0.05,0.04
57605,"U1, US MI",10,0.02,0.01,0.02
57605,"U2, US Inv",20,0.18,5.95,2.00
57605,"U3, US VI",30,0.09,3.88,2.00
57605,"U4, US EI",40,0.03,5.67,2.00
57605,"U5, US SI",50,2.62e-03,3.42e-03,0.02
57659,"C1, Std Inv",10,0.00,0.14,0.02
57659,"C2, VI",20,0.00,13.50,1.00
57659,"C3, EI",30,0.00,80.00,2.00
57659,"C4, LI",40,0.00,120.00,1.00
57659,"C5, SI",50,0.00,0.05,0.04
57664,"U1, US MI",10,0.02,0.01,0.02
57664,"U2, US Inv",20,0.18,5.95,2.00
57664,"U3, US VI",30,0.09,3.88,2.00
57664,"U4, US EI",40,0.03,5.67,2.00
57664,"U5, US SI",50,2.62e-03,3.42e-03,0.02
57674,"C1, Std Inv",10,0.00,0.14,0.02
57674,"C2, VI",20,0.00,13.50,1.00
57674,"C3, EI",30,0.00,80.00,2.00
57674,"C4, LI",40,0.00,120.00,1.00
57674,"C5, SI",50,0.00,0.05,0.04
57679,"U1, US MI",10,0.02,0.01,0.02
57679,"U2, US Inv",20,0.18,5.95,2.00
57679,"U3, US VI",30,0.09,3.88,2.00
57679,"U4, US EI",40,0.03,5.67,2.00
57679,"U5, US SI",50,2.62e-03,3.42e-03,0.02
57689,"C1, Std Inv",10,0.00,0.14,0.02
57689,"C2, VI",20,0.00,13.50,1.00
57689,"C3, EI",30,0.00,80.00,2.00
57689,"C4, LI",40,0.00,120.00,1.00
57689,"C5, SI",50,0.00,0.05,0.04
57694,"U1, US MI",10,0.02,0.01,0.02
57694,"U2, US Inv",20,0.18,5.95,2.00
57694,"U3, US VI",30,0.09,3.88,2.00
57694,"U4, US EI",40,0.03,5.67,2.00
57694,"U5, US SI",50,2.62e-03,3.42e-03,0.02
57704,"C1, Std Inv",10,0.00,0.14,0.02
57704,"C2, VI",20,0.00,13.50,1.00
57704,"C3, EI",30,0.00,80.00,2.00
57704,"C4, LI",40,0.00,120.00,1.00
57704,"C5, SI",50,0.00,0.05,0.04
57709,"U1, US MI",10,0.02,0.01,0.02
57709,"U2, US Inv",20,0.18,5.95,2.00
57709,"U3, US VI",30,0.09,3.88,2.00
57709,"U4, US EI",40,0.03,5.67,2.00
57709,"U5, US SI",50,2.62e-03,3.42e-03,0.02
57763,"C1, Std Inv",10,0.00,0.14,0.02
57763,"C2, VI",20,0.00,13.50,1.00
57763,"C3, EI",30,0.00,80.00,2.00
57763,"C4, LI",40,0.00,120.00,1.00
57763,"C5, SI",50,0.00,0.05,0.04
57768,"U1, US MI",10,0.02,0.01,0.02
57768,"U2, US Inv",20,0.18,5.95,2.00
57768,"U3, US VI",30,0.09,3.88,2.00
57768,"U4, US EI",40,0.03,5.67,2.00
57768,"U5, US SI",50,2.62e-03,3.42e-03,0.02
57778,"C1, Std Inv",10,0.00,0.14,0.02
57778,"C2, VI",20,0.00,13.50,1.00
57778,"C3, EI",30,0.00,80.00,2.00
57778,"C4, LI",40,0.00,120.00,1.00
57778,"C5, SI",50,0.00,0.05,0.04
57783,"U1, US MI",10,0.02,0.01,0.02
57783,"U2, US Inv",20,0.18,5.95,2.00
57783,"U3, US VI",30,0.09,3.88,2.00
57783,"U4, US EI",40,0.03,5.67,2.00
57783,"U5, US SI",50,2.62e-03,3.42e-03,0.02
57793,"C1, Std Inv",10,0.00,0.14,0.02
57793,"C2, VI",20,0.00,13.50,1.00
57793,"C3, EI",30,0.00,80.00,2.00
57793,"C4, LI",40,0.00,120.00,1.00
57793,"C5, SI",50,0.00,0.05,0.04
57798,"U1, US MI",10,0.02,0.01,0.02
57798,"U2, US Inv",20,0.18,5.95,2.00
57798,"U3, US VI",30,0.09,3.88,2.00
57798,"U4, US EI",40,0.03,5.67,2.00
57798,"U5, US SI",50,2.62e-03,3.42e-03,0.02
57808,"C1, Std Inv",10,0.00,0.14,0.02
57808,"C2, VI",20,0.00,13.50,1.00
57808,"C3, EI",30,0.00,80.00,2.00
57808,"C4, LI",40,0.00,120.00,1.00
57808,"C5, SI",50,0.00,0.05,0.04
57813,"U1, US MI",10,0.02,0.01,0.02
57813,"U2, US Inv",20,0.18,5.95,2.00
57813,"U3, US VI",30,0.09,3.88,2.00
57813,"U4, US EI",40,0.03,5.67,2.00
57813,"U5, US SI",50,2.62e-03,3.42e-03,0.02
57823,"C1, Std Inv",10,0.00,0.14,0.02
57823,"C2, VI",20,0.00,13.50,1.00
57823,"C3, EI",30,0.00,80.00,2.00
57823,"C4, LI",40,0.00,120.00,1.00
57823,"C5, SI",50,0.00,0.05,0.04
57828,"U1, US MI",10,0.02,0.01,0.02
57828,"U2, US Inv",20,0.18,5.95,2.00
57828,"U3, US VI",30,0.09,3.88,2.00
57828,"U4, US EI",40,0.03,5.67,2.00
57828,"U5, US SI",50,2.62e-03,3.42e-03,0.02
57838,"C1, Std Inv",10,0.00,0.14,0.02
57838,"C2, VI",20,0.00,13.50,1.00
57838,"C3, EI",30,0.00,80.00,2.00
57838,"C4, LI",40,0.00,120.00,1.00
57838,"C5, SI",50,0.00,0.05,0.04
57843,"U1, US MI",10,0.02,0.01,0.02
57843,"U2, US Inv",20,0.18,5.95,2.00
