"ParentID","CurveName","Ordinal","vA","vB","vC","vD","vE"
82986,"IAC Ext Inv",10,4.0e-03,0.63,0.62,1.78,0.24
82986,"IAC Inv",30,0.20,0.86,0.80,-0.41,0.19
82986,"IAC S Inv",40,0.04,0.06,0.62,-1.0e-03,0.02
82986,"IAC V Inv",20,0.09,0.79,0.10,-1.28,7.95
83036,"IAC Ext Inv",10,4.0e-03,0.63,0.62,1.78,0.24
83036,"IAC Inv",30,0.20,0.86,0.80,-0.41,0.19
83036,"IAC S Inv",40,0.04,0.06,0.62,-1.0e-03,0.02
83036,"IAC V Inv",20,0.09,0.79,0.10,-1.28,7.95
83589,"Ext Inv",30,0.03,0.22,0.50,3.00,0.72
83589,"Inv",10,0.02,2.26,0.30,-4.18,9.12
83589,"Mod Inv",40,0.17,0.67,0.80,-0.08,0.12
83589,"Very Inv",20,0.06,0.79,0.34,-0.28,4.05
83604,"Ext Inv",30,0.03,0.22,0.50,3.00,0.72
83604,"Inv",10,0.02,2.26,0.30,-4.18,9.12
83604,"Mod Inv",40,0.17,0.67,0.80,-0.08,0.12
83604,"Very Inv",20,0.06,0.79,0.34,-0.28,4.05
83897,"Extremely Inverse",30,0.04,6.93,0.62,19.42,2.67
83897,"Inverse",10,0.70,2.90,0.80,-1.40,0.65
83897,"Very Inverse",20,0.54,4.81,0.10,-7.80,48.23
83899,"Extremely Inverse",30,0.04,6.93,0.62,19.42,2.67
83899,"Inverse",10,0.70,2.90,0.80,-1.40,0.65
83899,"Very Inverse",20,0.54,4.81,0.10,-7.80,48.23
83901,"Extremely Inverse",30,0.04,6.93,0.62,19.42,2.67
83901,"Inverse",10,0.70,2.90,0.80,-1.40,0.65
83901,"Very Inverse",20,0.54,4.81,0.10,-7.80,48.23
83903,"Extremely Inverse",30,0.04,6.93,0.62,19.42,2.67
83903,"Inverse",10,0.70,2.90,0.80,-1.40,0.65
83903,"Very Inverse",20,0.54,4.81,0.10,-7.80,48.23
83905,"Extremely Inverse",30,0.04,6.93,0.62,19.42,2.67
83905,"Inverse",10,0.70,2.90,0.80,-1.40,0.65
83905,"Very Inverse",20,0.54,4.81,0.10,-7.80,48.23
84863,"EI",40,0.03,0.22,0.50,3.00,0.72
84863,"MI",10,0.17,0.67,0.80,-0.08,0.12
84863,"NI",20,0.02,2.26,0.30,0.18,9.12
84863,"VI",30,0.06,0.79,0.34,-0.28,4.05
84900,"EI",40,0.03,0.22,0.50,3.00,0.72
84900,"MI",10,0.17,0.67,0.80,-0.08,0.12
84900,"NI",20,0.02,2.26,0.30,0.18,9.12
84900,"VI",30,0.06,0.79,0.34,-0.28,4.05
85103,"EI",40,0.03,0.22,0.50,3.00,0.72
85103,"MI",10,0.17,0.67,0.80,-0.08,0.12
85103,"NI",20,0.02,2.26,0.30,0.18,9.12
85103,"VI",30,0.06,0.79,0.34,-0.28,4.05
85137,"EI",40,0.03,0.22,0.50,3.00,0.72
85137,"MI",10,0.17,0.67,0.80,-0.08,0.12
85137,"NI",20,0.02,2.26,0.30,0.18,9.12
85137,"VI",30,0.06,0.79,0.34,-0.28,4.05
85174,"EI",40,0.03,0.22,0.50,3.00,0.72
85174,"MI",10,0.17,0.67,0.80,-0.08,0.12
85174,"NI",20,0.02,2.26,0.30,0.18,9.12
85174,"VI",30,0.06,0.79,0.34,-0.28,4.05
85209,"EI",40,0.03,0.22,0.50,3.00,0.72
85209,"MI",10,0.17,0.67,0.80,-0.08,0.12
85209,"NI",20,0.02,2.26,0.30,0.18,9.12
85209,"VI",30,0.06,0.79,0.34,-0.28,4.05
85738,"EI",40,0.03,0.22,0.50,3.00,0.72
85738,"MI",10,0.17,0.67,0.80,-0.08,0.12
85738,"NI",20,0.02,2.26,0.30,-0.18,9.12
85738,"VI",30,0.06,0.79,0.34,-0.28,4.05
85780,"EI",40,0.03,0.22,0.50,3.00,0.72
85780,"MI",10,0.17,0.67,0.80,-0.08,0.12
85780,"NI",20,0.02,2.26,0.30,-0.18,9.12
85780,"VI",30,0.06,0.79,0.34,-0.28,4.05
87713,"EI",40,0.03,0.22,0.50,3.00,0.72
87713,"MI",10,0.17,0.67,0.80,-0.08,0.12
87713,"NI",20,0.02,2.26,0.30,0.18,9.12
87713,"VI",30,0.06,0.79,0.34,-0.28,4.05
87748,"EI",40,0.03,0.22,0.50,3.00,0.72
87748,"MI",10,0.17,0.67,0.80,-0.08,0.12
87748,"NI",20,0.02,2.26,0.30,0.18,9.12
87748,"VI",30,0.06,0.79,0.34,-0.28,4.05
88187,"Extremely Inverse",10,4.0e-03,0.63,0.62,1.78,0.24
88187,"Inverse",30,0.20,0.86,0.80,-0.41,0.19
88187,"Short Inverse",40,0.04,0.06,0.62,-1.0e-03,0.02
88187,"Very Inverse",20,0.09,0.79,0.10,-1.28,7.95
88199,"Extremely Inverse",10,4.0e-03,0.63,0.62,1.78,0.24
88199,"Inverse",30,0.20,0.86,0.80,-0.41,0.19
88199,"Short Inverse",40,0.04,0.06,0.62,-1.0e-03,0.02
88199,"Very Inverse",20,0.09,0.79,0.10,-1.28,7.95
88207,"Extremely Inverse",10,4.0e-03,0.63,0.62,1.78,0.24
88207,"Inverse",30,0.20,0.86,0.80,-0.41,0.19
88207,"Short Inverse",40,0.04,0.06,0.62,-1.0e-03,0.02
88207,"Very Inverse",20,0.09,0.79,0.10,-1.28,7.95
88211,"Extremely Inverse",10,4.0e-03,0.63,0.62,1.78,0.24
88211,"Inverse",30,0.20,0.86,0.80,-0.41,0.19
88211,"Short Inverse",40,0.04,0.06,0.62,-1.0e-03,0.02
88211,"Very Inverse",20,0.09,0.79,0.10,-1.28,7.95
88215,"Extremely Inverse",10,4.0e-03,0.63,0.62,1.78,0.24
88215,"Inverse",30,0.20,0.86,0.80,-0.41,0.19
88215,"Short Inverse",40,0.04,0.06,0.62,-1.0e-03,0.02
88215,"Very Inverse",20,0.09,0.79,0.10,-1.28,7.95
88229,"Extremely Inverse",10,4.0e-03,0.63,0.62,1.78,0.24
88229,"Inverse",30,0.20,0.86,0.80,-0.41,0.19
88229,"Short Inverse",40,0.04,0.06,0.62,-1.0e-03,0.02
88229,"Very Inverse",20,0.09,0.79,0.10,-1.28,7.95
88338,"Extremly Inverse",40,0.03,0.22,0.50,3.00,0.72
88338,"Inverse",10,0.02,2.26,0.30,-4.18,9.12
88338,"Moderately Inverse",20,0.17,0.67,0.80,-0.08,0.12
88338,"Very Inverse",30,0.06,0.79,0.34,-0.28,4.05
88345,"Extremly Inverse",40,0.03,0.22,0.50,3.00,0.72
88345,"Inverse",10,0.02,2.26,0.30,-4.18,9.12
88345,"Moderately Inverse",20,0.17,0.67,0.80,-0.08,0.12
88345,"Very Inverse",30,0.06,0.79,0.34,-0.28,4.05
88360,"Extremly Inverse",40,0.03,0.22,0.50,3.00,0.72
88360,"Inverse",10,0.02,2.26,0.30,-4.18,9.12
88360,"Moderately Inverse",20,0.17,0.67,0.80,-0.08,0.12
88360,"Very Inverse",30,0.06,0.79,0.34,-0.28,4.05
89075,"EI",40,4.0e-03,0.63,0.62,1.78,0.24
89075,"NI",20,0.20,0.86,0.80,-0.41,0.19
89075,"SI",10,0.04,0.06,0.62,-1.0e-03,0.02
89075,"VI",30,0.09,0.79,0.10,-1.28,7.95
89092,"EI",40,0.03,0.22,0.50,3.00,0.72
89092,"MI",10,0.17,0.67,0.80,-0.08,0.12
89092,"NI",20,0.02,2.26,0.30,-4.18,9.12
89092,"VI",30,0.06,0.79,0.34,-0.28,4.05
89100,"EI",40,0.03,0.22,0.50,3.00,0.72
89100,"MI",10,0.17,0.67,0.80,-0.08,0.12
89100,"NI",20,0.02,2.26,0.30,-4.18,9.12
89100,"VI",30,0.06,0.79,0.34,-0.28,4.05
89105,"EI",40,0.03,0.22,0.50,3.00,0.72
89105,"MI",10,0.17,0.67,0.80,-0.08,0.12
89105,"NI",20,0.02,2.26,0.30,-4.18,9.12
89105,"VI",30,0.06,0.79,0.34,-0.28,4.05
89113,"EI",40,4.0e-03,0.63,0.62,1.78,0.24
89113,"NI",20,0.20,0.86,0.80,-0.41,0.19
89113,"SI",10,0.04,0.06,0.62,-1.0e-03,0.02
89113,"VI",30,0.09,0.79,0.10,-1.28,7.95
89118,"EI",40,4.0e-03,0.63,0.62,1.78,0.24
89118,"NI",20,0.20,0.86,0.80,-0.41,0.19
89118,"SI",10,0.04,0.06,0.62,-1.0e-03,0.02
89118,"VI",30,0.09,0.79,0.10,-1.28,7.95
89734,"Definite Time",50,0.05,0.00,0.00,0.00,0.00
89734,"Extremely Inverse",10,0.03,0.22,0.50,3.00,0.72
89734,"Moderately Inverse",40,0.17,0.67,0.80,-0.08,0.12
89734,"Normal Inverse",30,0.02,2.26,0.30,-4.18,9.12
89734,"Very Inverse",20,0.06,0.79,0.34,-0.28,4.05
89736,"Definite Time",10,0.05,0.00,0.00,0.00,0.00
89736,"IAC Extremely Inverse",20,4.0e-03,0.63,0.62,1.78,0.24
89736,"IAC Inverse",40,0.20,0.86,0.80,-0.41,0.19
89736,"IAC Short Inverse",50,0.04,0.06,0.62,-1.0e-03,0.02
89736,"IAC Very Inverse",30,0.09,0.79,0.10,-1.28,7.95
89740,"Definite Time",50,0.05,0.00,0.00,0.00,0.00
89740,"Extremely Inverse",10,0.03,0.22,0.50,3.00,0.72
89740,"Moderately Inverse",40,0.17,0.67,0.80,-0.08,0.12
89740,"Normal Inverse",30,0.02,2.26,0.30,-4.18,9.12
89740,"Very Inverse",20,0.06,0.79,0.34,-0.28,4.05
89742,"Definite Time",10,0.05,0.00,0.00,0.00,0.00
89742,"IAC Extremely Inverse",20,4.0e-03,0.63,0.62,1.78,0.24
89742,"IAC Inverse",40,0.20,0.86,0.80,-0.41,0.19
89742,"IAC Short Inverse",50,0.04,0.06,0.62,-1.0e-03,0.02
89742,"IAC Very Inverse",30,0.09,0.79,0.10,-1.28,7.95
89746,"Definite Time",50,0.05,0.00,0.00,0.00,0.00
89746,"Extremely Inverse",10,0.03,0.22,0.50,3.00,0.72
89746,"Moderately Inverse",40,0.17,0.67,0.80,-0.08,0.12
89746,"Normal Inverse",30,0.02,2.26,0.30,-4.18,9.12
89746,"Very Inverse",20,0.06,0.79,0.34,-0.28,4.05
89748,"Definite Time",10,0.05,0.00,0.00,0.00,0.00
89748,"IAC Extremely Inverse",20,4.0e-03,0.63,0.62,1.78,0.24
89748,"IAC Inverse",40,0.20,0.86,0.80,-0.41,0.19
89748,"IAC Short Inverse",50,0.04,0.06,0.62,-1.0e-03,0.02
89748,"IAC Very Inverse",30,0.09,0.79,0.10,-1.28,7.95
89752,"Definite Time",50,0.05,0.00,0.00,0.00,0.00
89752,"Extremely Inverse",10,0.03,0.22,0.50,3.00,0.72
89752,"Moderately Inverse",40,0.17,0.67,0.80,-0.08,0.12
89752,"Normal Inverse",30,0.02,2.26,0.30,-4.18,9.12
89752,"Very Inverse",20,0.06,0.79,0.34,-0.28,4.05
89754,"Definite Time",10,0.05,0.00,0.00,0.00,0.00
89754,"IAC Extremely Inverse",20,4.0e-03,0.63,0.62,1.78,0.24
89754,"IAC Inverse",40,0.20,0.86,0.80,-0.41,0.19
89754,"IAC Short Inverse",50,0.04,0.06,0.62,-1.0e-03,0.02
89754,"IAC Very Inverse",30,0.09,0.79,0.10,-1.28,7.95
91261,"Extremely Inverse",10,0.03,0.22,0.50,3.00,0.72
91261,"Moderately Inverse",40,0.17,0.67,0.80,-0.08,0.12
91261,"Normal Inverse",30,0.02,2.26,0.30,-4.18,9.12
91261,"Very Inverse",20,0.06,0.79,0.34,-0.28,4.05
91341,"Extremely Inverse",10,0.03,0.22,0.50,3.00,0.72
91341,"Moderately Inverse",40,0.17,0.67,0.80,-0.08,0.12
91341,"Normal Inverse",30,0.02,2.26,0.30,-4.18,9.12
91341,"Very Inverse",20,0.06,0.79,0.34,-0.28,4.05
