"ParentID","CurveName","Ordinal","vA","vB","vC","vD","vN","vK","vR"
67592,"ANSI Ext Inv",30,28.20,0.12,1.00,,2.00,0.00,
67592,"ANSI Mod Inv",10,0.05,0.11,1.00,,0.02,0.00,
67592,"ANSI Very Inv",20,19.61,0.49,1.00,,2.00,0.00,
67592,"IEC Ext Inv",60,80.00,0.00,1.00,,2.00,0.00,
67592,"IEC L Inv",70,120.00,0.00,1.00,,1.00,0.00,
67592,"IEC Norm Inv",40,0.14,0.00,1.00,,0.02,0.00,
67592,"IEC Very Inv",50,13.50,0.00,1.00,,1.00,0.00,
67611,"ANSI Ext Inv",30,28.20,0.12,1.00,,2.00,0.00,
67611,"ANSI Mod Inv",10,0.05,0.11,1.00,,0.02,0.00,
67611,"ANSI Very Inv",20,19.61,0.49,1.00,,2.00,0.00,
67611,"IEC Ext Inv",60,80.00,0.00,1.00,,2.00,0.00,
67611,"IEC L Inv",70,120.00,0.00,1.00,,1.00,0.00,
67611,"IEC Norm Inv",40,0.14,0.00,1.00,,0.02,0.00,
67611,"IEC Very Inv",50,13.50,0.00,1.00,,1.00,0.00,
67630,"ANSI Ext Inv",30,28.20,0.12,1.00,,2.00,0.00,
67630,"ANSI Mod Inv",10,0.05,0.11,1.00,,0.02,0.00,
67630,"ANSI Very Inv",20,19.61,0.49,1.00,,2.00,0.00,
67630,"IEC Ext Inv",60,80.00,0.00,1.00,,2.00,0.00,
67630,"IEC L Inv",70,120.00,0.00,1.00,,1.00,0.00,
67630,"IEC Norm Inv",40,0.14,0.00,1.00,,0.02,0.00,
67630,"IEC Very Inv",50,13.50,0.00,1.00,,1.00,0.00,
67738,"ANSI Ext Inv",30,28.20,0.12,1.00,,2.00,0.00,
67738,"ANSI Mod Inv",10,0.05,0.11,1.00,,0.02,0.00,
67738,"ANSI Very Inv",20,19.61,0.49,1.00,,2.00,0.00,
67738,"IEC Ext Inv",60,80.00,0.00,1.00,,2.00,0.00,
67738,"IEC L Inv",70,120.00,0.00,1.00,,1.00,0.00,
67738,"IEC Norm Inv",40,0.14,0.00,1.00,,0.02,0.00,
67738,"IEC Very Inv",50,13.50,0.00,1.00,,1.00,0.00,
67742,"ANSI Ext Inv",30,28.20,0.12,1.00,,2.00,0.00,
67742,"ANSI Mod Inv",10,0.05,0.11,1.00,,0.02,0.00,
67742,"ANSI Very Inv",20,19.61,0.49,1.00,,2.00,0.00,
67742,"IEC Ext Inv",60,80.00,0.00,1.00,,2.00,0.00,
67742,"IEC L Inv",70,120.00,0.00,1.00,,1.00,0.00,
67742,"IEC Norm Inv",40,0.14,0.00,1.00,,0.02,0.00,
67742,"IEC Very Inv",50,13.50,0.00,1.00,,1.00,0.00,
67750,"ANSI Ext Inv",30,28.20,0.12,1.00,,2.00,0.00,
67750,"ANSI Mod Inv",10,0.05,0.11,1.00,,0.02,0.00,
67750,"ANSI Very Inv",20,19.61,0.49,1.00,,2.00,0.00,
67750,"IEC Ext Inv",60,80.00,0.00,1.00,,2.00,0.00,
67750,"IEC L Inv",70,120.00,0.00,1.00,,1.00,0.00,
67750,"IEC Norm Inv",40,0.14,0.00,1.00,,0.02,0.00,
67750,"IEC Very Inv",50,13.50,0.00,1.00,,1.00,0.00,
67753,"ANSI Ext Inv",30,28.20,0.12,1.00,,2.00,0.00,
67753,"ANSI Mod Inv",10,0.05,0.11,1.00,,0.02,0.00,
67753,"ANSI Very Inv",20,19.61,0.49,1.00,,2.00,0.00,
67753,"IEC Ext Inv",60,80.00,0.00,1.00,,2.00,0.00,
67753,"IEC L Inv",70,120.00,0.00,1.00,,1.00,0.00,
67753,"IEC Norm Inv",40,0.14,0.00,1.00,,0.02,0.00,
67753,"IEC Very Inv",50,13.50,0.00,1.00,,1.00,0.00,
67758,"ANSI Ext Inv",30,28.20,0.12,1.00,,2.00,0.00,
67758,"ANSI Mod Inv",10,0.05,0.11,1.00,,0.02,0.00,
67758,"ANSI Very Inv",20,19.61,0.49,1.00,,2.00,0.00,
67758,"IEC Ext Inv",60,80.00,0.00,1.00,,2.00,0.00,
67758,"IEC L Inv",70,120.00,0.00,1.00,,1.00,0.00,
67758,"IEC Norm Inv",40,0.14,0.00,1.00,,0.02,0.00,
67758,"IEC Very Inv",50,13.50,0.00,1.00,,1.00,0.00,
67760,"ANSI Ext Inv",30,28.20,0.12,1.00,,2.00,0.00,
67760,"ANSI Mod Inv",10,0.05,0.11,1.00,,0.02,0.00,
67760,"ANSI Very Inv",20,19.61,0.49,1.00,,2.00,0.00,
67760,"IEC Ext Inv",60,80.00,0.00,1.00,,2.00,0.00,
67760,"IEC L Inv",70,120.00,0.00,1.00,,1.00,0.00,
67760,"IEC Norm Inv",40,0.14,0.00,1.00,,0.02,0.00,
67760,"IEC Very Inv",50,13.50,0.00,1.00,,1.00,0.00,
67775,"I^2 T",10,100.00,0.00,0.00,,2.00,0.00,
67790,"Extremely Inverse",10,28.20,0.12,1.00,,2.00,0.00,
67790,"Moderately Inverse",30,0.05,0.11,1.00,,0.02,0.00,
67790,"Very Inverse",20,19.61,0.49,1.00,,2.00,0.00,
67800,"I^2 T",10,100.00,0.00,0.00,,2.00,0.00,
67815,"Extremely Inverse",10,28.20,0.12,1.00,,2.00,0.00,
67815,"Moderately Inverse",30,0.05,0.11,1.00,,0.02,0.00,
67815,"Very Inverse",20,19.61,0.49,1.00,,2.00,0.00,
67825,"I^2 T",10,100.00,0.00,0.00,,2.00,0.00,
67841,"Extremely Inverse",10,28.20,0.12,1.00,,2.00,0.00,
67841,"Moderately Inverse",30,0.05,0.11,1.00,,0.02,0.00,
67841,"Very Inverse",20,19.61,0.49,1.00,,2.00,0.00,
68422,"B (BS142-B), V Inv",130,1.46,0.00,1.00,,1.04,0.02,
68422,"C (BS142-C), Ext Inv",140,8.25,0.00,1.00,,2.04,0.02,
68422,"D (CO-6), Def Time",50,0.47,0.21,1.00,,1.56,0.02,
68422,"E (CO-11), Ext Inv",110,7.76,0.02,1.00,,2.09,0.02,
68422,"E (IAC 77), Ext Inv",120,4.98,0.01,1.00,,2.04,0.02,
68422,"F, Fixed Time",150,0.00,1.00,0.00,,0.00,0.00,
68422,"I (CO-8), Inv",70,8.93,0.17,1.00,,2.09,0.02,
68422,"I (IAC 51), Inv",80,0.27,0.10,1.00,,0.43,0.02,
68422,"L (CO-5), Long Inverse",30,5.61,2.18,1.00,,1.00,0.02,
68422,"L (IAC 66), Long Inv",40,2.39,2.0e-05,1.00,,0.31,0.02,
68422,"M (CO-7), Mod Inv",60,0.30,0.12,1.00,,0.50,0.02,
68422,"S (CO-2), Short Inverse",10,0.26,0.03,1.00,,1.29,0.02,
68422,"S (IAC55), Short Inverse",20,0.02,0.02,1.00,,0.98,0.02,
68422,"V (CO-9), V Inv",90,5.46,0.10,1.00,,2.04,0.02,
68422,"V (IAC 53), V Inv",100,4.43,0.09,1.00,,1.95,0.02,
68427,"B (BS142-B), V Inv",130,1.46,0.00,1.00,,1.04,0.02,
68427,"C (BS142-C), Ext Inv",140,8.25,0.00,1.00,,2.04,0.02,
68427,"D (CO-6), Def Time",50,0.47,0.21,1.00,,1.56,0.02,
68427,"E (CO-11), Ext Inv",110,7.76,0.02,1.00,,2.09,0.02,
68427,"E (IAC 77), Ext Inv",120,4.98,0.01,1.00,,2.04,0.02,
68427,"F, Fixed Time",150,0.00,1.00,0.00,,0.00,0.00,
68427,"I (CO-8), Inv",70,8.93,0.17,1.00,,2.09,0.02,
68427,"I (IAC 51), Inv",80,0.27,0.10,1.00,,0.43,0.02,
68427,"L (CO-5), Long Inverse",30,5.61,2.18,1.00,,1.00,0.02,
68427,"L (IAC 66), Long Inv",40,2.39,2.0e-05,1.00,,0.31,0.02,
68427,"M (CO-7), Mod Inv",60,0.30,0.12,1.00,,0.50,0.02,
68427,"S (CO-2), Short Inverse",10,0.26,0.03,1.00,,1.29,0.02,
68427,"S (IAC55), Short Inverse",20,0.02,0.02,1.00,,0.98,0.02,
68427,"V (CO-9), V Inv",90,5.46,0.10,1.00,,2.04,0.02,
68427,"V (IAC 53), V Inv",100,4.43,0.09,1.00,,1.95,0.02,
68432,"B (BS142-B), V Inv",130,1.46,0.00,1.00,,1.04,0.02,
68432,"C (BS142-C), Ext Inv",140,8.25,0.00,1.00,,2.04,0.02,
68432,"D (CO-6), Def Time",50,0.47,0.21,1.00,,1.56,0.02,
68432,"E (CO-11), Ext Inv",110,7.76,0.02,1.00,,2.09,0.02,
68432,"E (IAC 77), Ext Inv",120,4.98,0.01,1.00,,2.04,0.02,
68432,"F, Fixed Time",150,0.00,1.00,0.00,,0.00,0.00,
68432,"I (CO-8), Inv",70,8.93,0.17,1.00,,2.09,0.02,
68432,"I (IAC 51), Inv",80,0.27,0.10,1.00,,0.43,0.02,
68432,"L (CO-5), Long Inverse",30,5.61,2.18,1.00,,1.00,0.02,
68432,"L (IAC 66), Long Inv",40,2.39,2.0e-05,1.00,,0.31,0.02,
68432,"M (CO-7), Mod Inv",60,0.30,0.12,1.00,,0.50,0.02,
68432,"S (CO-2), Short Inverse",10,0.26,0.03,1.00,,1.29,0.02,
68432,"S (IAC55), Short Inverse",20,0.02,0.02,1.00,,0.98,0.02,
68432,"V (CO-9), V Inv",90,5.46,0.10,1.00,,2.04,0.02,
68432,"V (IAC 53), V Inv",100,4.43,0.09,1.00,,1.95,0.02,
68437,"B (BS142-B), V Inv",130,1.46,0.00,1.00,,1.04,0.02,
68437,"C (BS142-C), Ext Inv",140,8.25,0.00,1.00,,2.04,0.02,
68437,"D (CO-6), Def Time",50,0.47,0.21,1.00,,1.56,0.02,
68437,"E (CO-11), Ext Inv",110,7.76,0.02,1.00,,2.09,0.02,
68437,"E (IAC 77), Ext Inv",120,4.98,0.01,1.00,,2.04,0.02,
68437,"F, Fixed Time",150,0.00,1.00,0.00,,0.00,0.00,
68437,"I (CO-8), Inv",70,8.93,0.17,1.00,,2.09,0.02,
68437,"I (IAC 51), Inv",80,0.27,0.10,1.00,,0.43,0.02,
68437,"L (CO-5), Long Inverse",30,5.61,2.18,1.00,,1.00,0.02,
68437,"L (IAC 66), Long Inv",40,2.39,2.0e-05,1.00,,0.31,0.02,
68437,"M (CO-7), Mod Inv",60,0.30,0.12,1.00,,0.50,0.02,
68437,"S (CO-2), Short Inverse",10,0.26,0.03,1.00,,1.29,0.02,
68437,"S (IAC55), Short Inverse",20,0.02,0.02,1.00,,0.98,0.02,
68437,"V (CO-9), V Inv",90,5.46,0.10,1.00,,2.04,0.02,
68437,"V (IAC 53), V Inv",100,4.43,0.09,1.00,,1.95,0.02,
68442,"B (BS142-B), V Inv",130,1.46,0.00,1.00,,1.04,0.02,
68442,"C (BS142-C), Ext Inv",140,8.25,0.00,1.00,,2.04,0.02,
68442,"D (CO-6), Def Time",50,0.47,0.21,1.00,,1.56,0.02,
68442,"E (CO-11), Ext Inv",110,7.76,0.02,1.00,,2.09,0.02,
68442,"E (IAC 77), Ext Inv",120,4.98,0.01,1.00,,2.04,0.02,
68442,"F, Fixed Time",150,0.00,1.00,0.00,,0.00,0.00,
68442,"I (CO-8), Inv",70,8.93,0.17,1.00,,2.09,0.02,
68442,"I (IAC 51), Inv",80,0.27,0.10,1.00,,0.43,0.02,
68442,"L (CO-5), Long Inverse",30,5.61,2.18,1.00,,1.00,0.02,
68442,"L (IAC 66), Long Inv",40,2.39,2.0e-05,1.00,,0.31,0.02,
68442,"M (CO-7), Mod Inv",60,0.30,0.12,1.00,,0.50,0.02,
68442,"S (CO-2), Short Inverse",10,0.26,0.03,1.00,,1.29,0.02,
68442,"S (IAC55), Short Inverse",20,0.02,0.02,1.00,,0.98,0.02,
68442,"V (CO-9), V Inv",90,5.46,0.10,1.00,,2.04,0.02,
68442,"V (IAC 53), V Inv",100,4.43,0.09,1.00,,1.95,0.02,
68447,"B (BS142-B), V Inv",130,1.46,0.00,1.00,,1.04,0.02,
68447,"C (BS142-C), Ext Inv",140,8.25,0.00,1.00,,2.04,0.02,
68447,"D (CO-6), Def Time",50,0.47,0.21,1.00,,1.56,0.02,
68447,"E (CO-11), Ext Inv",110,7.76,0.02,1.00,,2.09,0.02,
68447,"E (IAC 77), Ext Inv",120,4.98,0.01,1.00,,2.04,0.02,
68447,"F, Fixed Time",150,0.00,1.00,0.00,,0.00,0.00,
68447,"I (CO-8), Inv",70,8.93,0.17,1.00,,2.09,0.02,
68447,"I (IAC 51), Inv",80,0.27,0.10,1.00,,0.43,0.02,
68447,"L (CO-5), Long Inverse",30,5.61,2.18,1.00,,1.00,0.02,
68447,"L (IAC 66), Long Inv",40,2.39,2.0e-05,1.00,,0.31,0.02,
68447,"M (CO-7), Mod Inv",60,0.30,0.12,1.00,,0.50,0.02,
68447,"S (CO-2), Short Inverse",10,0.26,0.03,1.00,,1.29,0.02,
68447,"S (IAC55), Short Inverse",20,0.02,0.02,1.00,,0.98,0.02,
68447,"V (CO-9), V Inv",90,5.46,0.10,1.00,,2.04,0.02,
68447,"V (IAC 53), V Inv",100,4.43,0.09,1.00,,1.95,0.02,
68452,"B (BS142-B), V Inv",130,1.46,0.00,1.00,,1.04,0.02,
68452,"C (BS142-C), Ext Inv",140,8.25,0.00,1.00,,2.04,0.02,
68452,"D (CO-6), Def Time",50,0.47,0.21,1.00,,1.56,0.02,
68452,"E (CO-11), Ext Inv",110,7.76,0.02,1.00,,2.09,0.02,
68452,"E (IAC 77), Ext Inv",120,4.98,0.01,1.00,,2.04,0.02,
68452,"F, Fixed Time",150,0.00,1.00,0.00,,0.00,0.00,
68452,"I (CO-8), Inv",70,8.93,0.17,1.00,,2.09,0.02,
68452,"I (IAC 51), Inv",80,0.27,0.10,1.00,,0.43,0.02,
68452,"L (CO-5), Long Inverse",30,5.61,2.18,1.00,,1.00,0.02,
68452,"L (IAC 66), Long Inv",40,2.39,2.0e-05,1.00,,0.31,0.02,
68452,"M (CO-7), Mod Inv",60,0.30,0.12,1.00,,0.50,0.02,
68452,"S (CO-2), Short Inverse",10,0.26,0.03,1.00,,1.29,0.02,
68452,"S (IAC55), Short Inverse",20,0.02,0.02,1.00,,0.98,0.02,
68452,"V (CO-9), V Inv",90,5.46,0.10,1.00,,2.04,0.02,
68452,"V (IAC 53), V Inv",100,4.43,0.09,1.00,,1.95,0.02,
68457,"B (BS142-B), V Inv",130,1.46,0.00,1.00,,1.04,0.02,
68457,"C (BS142-C), Ext Inv",140,8.25,0.00,1.00,,2.04,0.02,
68457,"D (CO-6), Def Time",50,0.47,0.21,1.00,,1.56,0.02,
68457,"E (CO-11), Ext Inv",110,7.76,0.02,1.00,,2.09,0.02,
68457,"E (IAC 77), Ext Inv",120,4.98,0.01,1.00,,2.04,0.02,
68457,"F, Fixed Time",150,0.00,1.00,0.00,,0.00,0.00,
68457,"I (CO-8), Inv",70,8.93,0.17,1.00,,2.09,0.02,
68457,"I (IAC 51), Inv",80,0.27,0.10,1.00,,0.43,0.02,
68457,"L (CO-5), Long Inverse",30,5.61,2.18,1.00,,1.00,0.02,
68457,"L (IAC 66), Long Inv",40,2.39,2.0e-05,1.00,,0.31,0.02,
68457,"M (CO-7), Mod Inv",60,0.30,0.12,1.00,,0.50,0.02,
68457,"S (CO-2), Short Inverse",10,0.26,0.03,1.00,,1.29,0.02,
68457,"S (IAC55), Short Inverse",20,0.02,0.02,1.00,,0.98,0.02,
68457,"V (CO-9), V Inv",90,5.46,0.10,1.00,,2.04,0.02,
68457,"V (IAC 53), V Inv",100,4.43,0.09,1.00,,1.95,0.02,
68462,"B (BS142-B), V Inv",130,1.46,0.00,1.00,,1.04,0.02,
68462,"C (BS142-C), Ext Inv",140,8.25,0.00,1.00,,2.04,0.02,
68462,"D (CO-6), Def Time",50,0.47,0.21,1.00,,1.56,0.02,
68462,"E (CO-11), Ext Inv",110,7.76,0.02,1.00,,2.09,0.02,
68462,"E (IAC 77), Ext Inv",120,4.98,0.01,1.00,,2.04,0.02,
68462,"F, Fixed Time",150,0.00,1.00,0.00,,0.00,0.00,
68462,"I (CO-8), Inv",70,8.93,0.17,1.00,,2.09,0.02,
68462,"I (IAC 51), Inv",80,0.27,0.10,1.00,,0.43,0.02,
68462,"L (CO-5), Long Inverse",30,5.61,2.18,1.00,,1.00,0.02,
68462,"L (IAC 66), Long Inv",40,2.39,2.0e-05,1.00,,0.31,0.02,
68462,"M (CO-7), Mod Inv",60,0.30,0.12,1.00,,0.50,0.02,
68462,"S (CO-2), Short Inverse",10,0.26,0.03,1.00,,1.29,0.02,
68462,"S (IAC55), Short Inverse",20,0.02,0.02,1.00,,0.98,0.02,
68462,"V (CO-9), V Inv",90,5.46,0.10,1.00,,2.04,0.02,
68462,"V (IAC 53), V Inv",100,4.43,0.09,1.00,,1.95,0.02,
68467,"B (BS142-B), V Inv",130,1.46,0.00,1.00,,1.04,0.02,
68467,"C (BS142-C), Ext Inv",140,8.25,0.00,1.00,,2.04,0.02,
68467,"D (CO-6), Def Time",50,0.47,0.21,1.00,,1.56,0.02,
68467,"E (CO-11), Ext Inv",110,7.76,0.02,1.00,,2.09,0.02,
68467,"E (IAC 77), Ext Inv",120,4.98,0.01,1.00,,2.04,0.02,
68467,"F, Fixed Time",150,0.00,1.00,0.00,,0.00,0.00,
68467,"I (CO-8), Inv",70,8.93,0.17,1.00,,2.09,0.02,
68467,"I (IAC 51), Inv",80,0.27,0.10,1.00,,0.43,0.02,
68467,"L (CO-5), Long Inverse",30,5.61,2.18,1.00,,1.00,0.02,
68467,"L (IAC 66), Long Inv",40,2.39,2.0e-05,1.00,,0.31,0.02,
68467,"M (CO-7), Mod Inv",60,0.30,0.12,1.00,,0.50,0.02,
68467,"S (CO-2), Short Inverse",10,0.26,0.03,1.00,,1.29,0.02,
68467,"S (IAC55), Short Inverse",20,0.02,0.02,1.00,,0.98,0.02,
68467,"V (CO-9), V Inv",90,5.46,0.10,1.00,,2.04,0.02,
68467,"V (IAC 53), V Inv",100,4.43,0.09,1.00,,1.95,0.02,
68472,"B (BS142-B), V Inv",130,1.46,0.00,1.00,,1.04,0.02,
68472,"C (BS142-C), Ext Inv",140,8.25,0.00,1.00,,2.04,0.02,
68472,"D (CO-6), Def Time",50,0.47,0.21,1.00,,1.56,0.02,
68472,"E (CO-11), Ext Inv",110,7.76,0.02,1.00,,2.09,0.02,
68472,"E (IAC 77), Ext Inv",120,4.98,0.01,1.00,,2.04,0.02,
68472,"F, Fixed Time",150,0.00,1.00,0.00,,0.00,0.00,
68472,"I (CO-8), Inv",70,8.93,0.17,1.00,,2.09,0.02,
68472,"I (IAC 51), Inv",80,0.27,0.10,1.00,,0.43,0.02,
68472,"L (CO-5), Long Inverse",30,5.61,2.18,1.00,,1.00,0.02,
68472,"L (IAC 66), Long Inv",40,2.39,2.0e-05,1.00,,0.31,0.02,
68472,"M (CO-7), Mod Inv",60,0.30,0.12,1.00,,0.50,0.02,
68472,"S (CO-2), Short Inverse",10,0.26,0.03,1.00,,1.29,0.02,
68472,"S (IAC55), Short Inverse",20,0.02,0.02,1.00,,0.98,0.02,
68472,"V (CO-9), V Inv",90,5.46,0.10,1.00,,2.04,0.02,
68472,"V (IAC 53), V Inv",100,4.43,0.09,1.00,,1.95,0.02,
68477,"B (BS142-B), V Inv",130,1.46,0.00,1.00,,1.04,0.02,
68477,"C (BS142-C), Ext Inv",140,8.25,0.00,1.00,,2.04,0.02,
68477,"D (CO-6), Def Time",50,0.47,0.21,1.00,,1.56,0.02,
68477,"E (CO-11), Ext Inv",110,7.76,0.02,1.00,,2.09,0.02,
68477,"E (IAC 77), Ext Inv",120,4.98,0.01,1.00,,2.04,0.02,
68477,"F, Fixed Time",150,0.00,1.00,0.00,,0.00,0.00,
68477,"I (CO-8), Inv",70,8.93,0.17,1.00,,2.09,0.02,
68477,"I (IAC 51), Inv",80,0.27,0.10,1.00,,0.43,0.02,
68477,"L (CO-5), Long Inverse",30,5.61,2.18,1.00,,1.00,0.02,
68477,"L (IAC 66), Long Inv",40,2.39,2.0e-05,1.00,,0.31,0.02,
68477,"M (CO-7), Mod Inv",60,0.30,0.12,1.00,,0.50,0.02,
68477,"S (CO-2), Short Inverse",10,0.26,0.03,1.00,,1.29,0.02,
68477,"S (IAC55), Short Inverse",20,0.02,0.02,1.00,,0.98,0.02,
68477,"V (CO-9), V Inv",90,5.46,0.10,1.00,,2.04,0.02,
68477,"V (IAC 53), V Inv",100,4.43,0.09,1.00,,1.95,0.02,
68482,"B (BS142-B), V Inv",130,1.46,0.00,1.00,,1.04,0.02,
68482,"C (BS142-C), Ext Inv",140,8.25,0.00,1.00,,2.04,0.02,
68482,"D (CO-6), Def Time",50,0.47,0.21,1.00,,1.56,0.02,
68482,"E (CO-11), Ext Inv",110,7.76,0.02,1.00,,2.09,0.02,
68482,"E (IAC 77), Ext Inv",120,4.98,0.01,1.00,,2.04,0.02,
68482,"F, Fixed Time",150,0.00,1.00,0.00,,0.00,0.00,
68482,"I (CO-8), Inv",70,8.93,0.17,1.00,,2.09,0.02,
68482,"I (IAC 51), Inv",80,0.27,0.10,1.00,,0.43,0.02,
68482,"L (CO-5), Long Inverse",30,5.61,2.18,1.00,,1.00,0.02,
68482,"L (IAC 66), Long Inv",40,2.39,2.0e-05,1.00,,0.31,0.02,
68482,"M (CO-7), Mod Inv",60,0.30,0.12,1.00,,0.50,0.02,
68482,"S (CO-2), Short Inverse",10,0.26,0.03,1.00,,1.29,0.02,
68482,"S (IAC55), Short Inverse",20,0.02,0.02,1.00,,0.98,0.02,
68482,"V (CO-9), V Inv",90,5.46,0.10,1.00,,2.04,0.02,
68482,"V (IAC 53), V Inv",100,4.43,0.09,1.00,,1.95,0.02,
68487,"B (BS142-B), V Inv",130,1.46,0.00,1.00,,1.04,0.02,
68487,"C (BS142-C), Ext Inv",140,8.25,0.00,1.00,,2.04,0.02,
68487,"D (CO-6), Def Time",50,0.47,0.21,1.00,,1.56,0.02,
68487,"E (CO-11), Ext Inv",110,7.76,0.02,1.00,,2.09,0.02,
68487,"E (IAC 77), Ext Inv",120,4.98,0.01,1.00,,2.04,0.02,
68487,"F, Fixed Time",150,0.00,1.00,0.00,,0.00,0.00,
68487,"I (CO-8), Inv",70,8.93,0.17,1.00,,2.09,0.02,
68487,"I (IAC 51), Inv",80,0.27,0.10,1.00,,0.43,0.02,
68487,"L (CO-5), Long Inverse",30,5.61,2.18,1.00,,1.00,0.02,
68487,"L (IAC 66), Long Inv",40,2.39,2.0e-05,1.00,,0.31,0.02,
68487,"M (CO-7), Mod Inv",60,0.30,0.12,1.00,,0.50,0.02,
68487,"S (CO-2), Short Inverse",10,0.26,0.03,1.00,,1.29,0.02,
68487,"S (IAC55), Short Inverse",20,0.02,0.02,1.00,,0.98,0.02,
68487,"V (CO-9), V Inv",90,5.46,0.10,1.00,,2.04,0.02,
68487,"V (IAC 53), V Inv",100,4.43,0.09,1.00,,1.95,0.02,
68492,"B (BS142-B), V Inv",130,1.46,0.00,1.00,,1.04,0.02,
68492,"C (BS142-C), Ext Inv",140,8.25,0.00,1.00,,2.04,0.02,
68492,"D (CO-6), Def Time",50,0.47,0.21,1.00,,1.56,0.02,
68492,"E (CO-11), Ext Inv",110,7.76,0.02,1.00,,2.09,0.02,
68492,"E (IAC 77), Ext Inv",120,4.98,0.01,1.00,,2.04,0.02,
68492,"F, Fixed Time",150,0.00,1.00,0.00,,0.00,0.00,
68492,"I (CO-8), Inv",70,8.93,0.17,1.00,,2.09,0.02,
68492,"I (IAC 51), Inv",80,0.27,0.10,1.00,,0.43,0.02,
68492,"L (CO-5), Long Inverse",30,5.61,2.18,1.00,,1.00,0.02,
68492,"L (IAC 66), Long Inv",40,2.39,2.0e-05,1.00,,0.31,0.02,
68492,"M (CO-7), Mod Inv",60,0.30,0.12,1.00,,0.50,0.02,
68492,"S (CO-2), Short Inverse",10,0.26,0.03,1.00,,1.29,0.02,
68492,"S (IAC55), Short Inverse",20,0.02,0.02,1.00,,0.98,0.02,
68492,"V (CO-9), V Inv",90,5.46,0.10,1.00,,2.04,0.02,
68492,"V (IAC 53), V Inv",100,4.43,0.09,1.00,,1.95,0.02,
68497,"B (BS142-B), V Inv",130,1.46,0.00,1.00,,1.04,0.02,
68497,"C (BS142-C), Ext Inv",140,8.25,0.00,1.00,,2.04,0.02,
68497,"D (CO-6), Def Time",50,0.47,0.21,1.00,,1.56,0.02,
68497,"E (CO-11), Ext Inv",110,7.76,0.02,1.00,,2.09,0.02,
68497,"E (IAC 77), Ext Inv",120,4.98,0.01,1.00,,2.04,0.02,
68497,"F, Fixed Time",150,0.00,1.00,0.00,,0.00,0.00,
68497,"I (CO-8), Inv",70,8.93,0.17,1.00,,2.09,0.02,
68497,"I (IAC 51), Inv",80,0.27,0.10,1.00,,0.43,0.02,
68497,"L (CO-5), Long Inverse",30,5.61,2.18,1.00,,1.00,0.02,
68497,"L (IAC 66), Long Inv",40,2.39,2.0e-05,1.00,,0.31,0.02,
68497,"M (CO-7), Mod Inv",60,0.30,0.12,1.00,,0.50,0.02,
68497,"S (CO-2), Short Inverse",10,0.26,0.03,1.00,,1.29,0.02,
68497,"S (IAC55), Short Inverse",20,0.02,0.02,1.00,,0.98,0.02,
68497,"V (CO-9), V Inv",90,5.46,0.10,1.00,,2.04,0.02,
68497,"V (IAC 53), V Inv",100,4.43,0.09,1.00,,1.95,0.02,
71029,"D, Definite Inverse",30,0.47,0.21,1.00,,1.56,0.00,
71029,"E, Extremely Inverse",70,5.64,0.02,1.00,,2.00,0.00,
71029,"I, Inverse Time",50,8.93,0.17,1.00,,2.09,0.00,
71029,"L, Long Inverse",20,5.61,2.18,1.00,,1.00,0.00,
71029,"M, Moderately Inverse",40,0.01,0.02,1.00,,0.02,0.00,
71029,"S, Short Inverse",10,0.26,0.03,1.00,,1.29,0.00,
71029,"V, Very Inverse",60,3.92,0.09,1.00,,2.00,0.00,
71031,"D, Definite Inverse",30,0.47,0.21,1.00,,1.56,0.00,
71031,"E, Extremely Inverse",70,5.64,0.02,1.00,,2.00,0.00,
71031,"I, Inverse Time",50,8.93,0.17,1.00,,2.09,0.00,
71031,"L, Long Inverse",20,5.61,2.18,1.00,,1.00,0.00,
71031,"M, Moderately Inverse",40,0.01,0.02,1.00,,0.02,0.00,
71031,"S, Short Inverse",10,0.26,0.03,1.00,,1.29,0.00,
71031,"V, Very Inverse",60,3.92,0.09,1.00,,2.00,0.00,
71033,"D, Definite Inverse",30,0.47,0.21,1.00,,1.56,0.00,
71033,"E, Extremely Inverse",70,5.64,0.02,1.00,,2.00,0.00,
71033,"I, Inverse Time",50,8.93,0.17,1.00,,2.09,0.00,
71033,"L, Long Inverse",20,5.61,2.18,1.00,,1.00,0.00,
71033,"M, Moderately Inverse",40,0.01,0.02,1.00,,0.02,0.00,
71033,"S, Short Inverse",10,0.26,0.03,1.00,,1.29,0.00,
71033,"V, Very Inverse",60,3.92,0.09,1.00,,2.00,0.00,
71037,"D, Definite Inverse",30,0.47,0.21,1.00,,1.56,0.00,
71037,"E, Extremely Inverse",70,5.64,0.02,1.00,,2.00,0.00,
71037,"I, Inverse Time",50,8.93,0.17,1.00,,2.09,0.00,
71037,"L, Long Inverse",20,5.61,2.18,1.00,,1.00,0.00,
71037,"M, Moderately Inverse",40,0.01,0.02,1.00,,0.02,0.00,
71037,"S, Short Inverse",10,0.26,0.03,1.00,,1.29,0.00,
71037,"V, Very Inverse",60,3.92,0.09,1.00,,2.00,0.00,
71041,"E, Extremely Inverse",40,5.64,0.02,1.00,,2.00,0.00,
71041,"I, Inverse Time",20,8.93,0.17,1.00,,2.09,0.00,
71041,"M, Moderately Inverse",10,0.01,0.02,1.00,,0.02,0.00,
71041,"V, Very Inverse",30,3.92,0.09,1.00,,2.00,0.00,
71297,"I^2 T",10,100.00,0.00,0.00,,2.00,0.00,
