"ParentID","CurveName","Ordinal","vA","vB","vC","vD","vN","vK","vR"
71297,"I^4 T",20,100.00,0.00,0.00,,4.00,0.00,
71320,"I^2 T",10,100.00,0.00,0.00,,2.00,0.00,
71320,"I^4 T",20,100.00,0.00,0.00,,4.00,0.00,
71355,"I^2 T",10,100.00,0.00,0.00,,2.00,0.00,
71355,"I^4 T",20,100.00,0.00,0.00,,4.00,0.00,
71389,"I^2 T",10,100.00,0.00,0.00,,2.00,0.00,
71389,"I^4 T",20,100.00,0.00,0.00,,4.00,0.00,
71426,"B, Very Inverse (It)",130,1.46,0.00,1.00,,1.04,0.02,
71426,"C, Extremely Inverse",140,8.25,0.00,1.00,,2.04,0.02,
71426,"D, Definite Time",50,0.47,0.21,1.00,,1.56,0.02,
71426,"E1, Extremely Inverse",110,7.76,0.02,1.00,,2.09,0.02,
71426,"E2, Extremely Inverse",120,4.98,0.01,1.00,,2.04,0.02,
71426,"F, Fixed Time",150,0.00,1.00,0.00,,0.00,0.00,
71426,"I1, Inverse Time",70,8.93,0.17,1.00,,2.09,0.02,
71426,"I2, Inverse Time",80,0.27,0.10,1.00,,0.43,0.02,
71426,"L1, Long Inverse",30,5.61,2.18,1.00,,1.00,0.02,
71426,"L2, Long Inverse",40,2.39,2.0e-05,1.00,,0.31,0.02,
71426,"M, Moderately Inverse",60,0.30,0.12,1.00,,0.50,0.02,
71426,"S1, Short Inverse",10,0.26,0.03,1.00,,1.29,0.02,
71426,"S2, Short Inverse",20,0.02,0.02,1.00,,0.98,0.02,
71426,"V1, Very Inverse",90,5.46,0.10,1.00,,2.04,0.02,
71426,"V2, Very Inverse",100,4.43,0.09,1.00,,1.95,0.02,
71465,"I^2 T",10,100.00,0.00,0.00,,2.00,0.00,
71480,"Extremely Inverse",10,28.20,0.12,1.00,,2.00,0.00,
71480,"Moderately Inverse",30,0.05,0.11,1.00,,0.02,0.00,
71480,"Very Inverse",20,19.61,0.49,1.00,,2.00,0.00,
71491,"I^2 T",10,100.00,0.00,0.00,,2.00,0.00,
71506,"Extremely Inverse",10,28.20,0.12,1.00,,2.00,0.00,
71506,"Moderately Inverse",30,0.05,0.11,1.00,,0.02,0.00,
71506,"Very Inverse",20,19.61,0.49,1.00,,2.00,0.00,
71516,"I^2 T",10,100.00,0.00,0.00,,2.00,0.00,
71531,"Extremely Inverse",10,28.20,0.12,1.00,,2.00,0.00,
71531,"Moderately Inverse",30,0.05,0.11,1.00,,0.02,0.00,
71531,"Very Inverse",20,19.61,0.49,1.00,,2.00,0.00,
71598,"I^2 T",10,100.00,0.00,0.00,,2.00,0.00,
71598,"I^4 T",20,100.00,0.00,0.00,,4.00,0.00,
71621,"I^2 T",10,100.00,0.00,0.00,,2.00,0.00,
71621,"I^4 T",20,100.00,0.00,0.00,,4.00,0.00,
71656,"I^2 T",10,100.00,0.00,0.00,,2.00,0.00,
71656,"I^4 T",20,100.00,0.00,0.00,,4.00,0.00,
71690,"I^2 T",10,100.00,0.00,0.00,,2.00,0.00,
71690,"I^4 T",20,100.00,0.00,0.00,,4.00,0.00,
71719,"I^2 T",10,100.00,0.00,0.00,,2.00,0.00,
71734,"Extremely Inverse",10,28.20,0.12,1.00,,2.00,0.00,
71734,"Moderately Inverse",30,0.05,0.11,1.00,,0.02,0.00,
71734,"Very Inverse",20,19.61,0.49,1.00,,2.00,0.00,
71745,"I^2 T",10,100.00,0.00,0.00,,2.00,0.00,
71760,"Extremely Inverse",10,28.20,0.12,1.00,,2.00,0.00,
71760,"Moderately Inverse",30,0.05,0.11,1.00,,0.02,0.00,
71760,"Very Inverse",20,19.61,0.49,1.00,,2.00,0.00,
71770,"I^2 T",10,100.00,0.00,0.00,,2.00,0.00,
71785,"Extremely Inverse",10,28.20,0.12,1.00,,2.00,0.00,
71785,"Moderately Inverse",30,0.05,0.11,1.00,,0.02,0.00,
71785,"Very Inverse",20,19.61,0.49,1.00,,2.00,0.00,
71797,"I^2 T",10,100.00,0.00,0.00,,2.00,0.00,
71812,"Extremely Inverse",10,28.20,0.12,1.00,,2.00,0.00,
71812,"Moderately Inverse",30,0.05,0.11,1.00,,0.02,0.00,
71812,"Very Inverse",20,19.61,0.49,1.00,,2.00,0.00,
71823,"I^2 T",10,100.00,0.00,0.00,,2.00,0.00,
71838,"Extremely Inverse",10,28.20,0.12,1.00,,2.00,0.00,
71838,"Moderately Inverse",30,0.05,0.11,1.00,,0.02,0.00,
71838,"Very Inverse",20,19.61,0.49,1.00,,2.00,0.00,
71848,"I^2 T",10,100.00,0.00,0.00,,2.00,0.00,
71863,"Extremely Inverse",10,28.20,0.12,1.00,,2.00,0.00,
71863,"Moderately Inverse",30,0.05,0.11,1.00,,0.02,0.00,
71863,"Very Inverse",20,19.61,0.49,1.00,,2.00,0.00,
71976,"Recloser 11(141)",70,21.61,10.67,-0.67,,2.69,0.00,
71976,"Recloser 2(135)",10,11.41,0.48,0.23,,1.84,0.00,
71976,"Recloser 3(140)",20,13.54,0.99,0.37,,1.76,0.00,
71976,"Recloser 8(113)",30,1.68,0.15,0.43,,1.78,0.00,
71976,"Recloser 8*",50,1.42,-7.846e-03,0.44,,1.42,0.00,
71976,"Recloser 8+(111)",40,1.42,-3.704e-03,0.36,,1.70,0.00,
71976,"Recloser 9(131)",60,2.75,5.10,0.61,,1.03,0.00,
71976,"Recloser B(117)",80,4.22,8.933e-03,0.31,,1.78,0.00,
71976,"Recloser C(133)",90,8.76,0.02,1.80,,0.38,0.00,
71976,"Recloser D(116)",100,5.23,4.62e-04,0.17,,2.17,0.00,
71976,"Recloser E(132)",110,10.76,4.284e-03,0.24,,2.18,0.00,
71976,"Recloser K(162)",120,11.98,-3.24e-04,0.68,,2.01,0.00,
71976,"Recloser N(104)",130,0.28,-0.07,0.46,,0.91,0.00,
71976,"Recloser R(105)",140,1.015e-03,-0.13,0.99,,2.27e-03,0.00,
71976,"Recloser W(138)",150,15.46,0.05,1.62,,0.34,0.00,
71987,"Recloser 11(141)",70,21.61,10.67,-0.67,,2.69,0.00,
71987,"Recloser 2(135)",10,11.41,0.48,0.23,,1.84,0.00,
71987,"Recloser 3(140)",20,13.54,0.99,0.37,,1.76,0.00,
71987,"Recloser 8(113)",30,1.68,0.15,0.43,,1.78,0.00,
71987,"Recloser 8*",50,1.42,-7.846e-03,0.44,,1.42,0.00,
71987,"Recloser 8+(111)",40,1.42,-3.704e-03,0.36,,1.70,0.00,
71987,"Recloser 9(131)",60,2.75,5.10,0.61,,1.03,0.00,
71987,"Recloser B(117)",80,4.22,8.933e-03,0.31,,1.78,0.00,
71987,"Recloser C(133)",90,8.76,0.02,1.80,,0.38,0.00,
71987,"Recloser D(116)",100,5.23,4.62e-04,0.17,,2.17,0.00,
71987,"Recloser E(132)",110,10.76,4.284e-03,0.24,,2.18,0.00,
71987,"Recloser K(162)",120,11.98,-3.24e-04,0.68,,2.01,0.00,
71987,"Recloser N(104)",130,0.28,-0.07,0.46,,0.91,0.00,
71987,"Recloser R(105)",140,1.015e-03,-0.13,0.99,,2.27e-03,0.00,
71987,"Recloser W(138)",150,15.46,0.05,1.62,,0.34,0.00,
71992,"Recloser 11(141)",70,21.61,10.67,-0.67,,2.69,0.00,
71992,"Recloser 2(135)",10,11.41,0.48,0.23,,1.84,0.00,
71992,"Recloser 3(140)",20,13.54,0.99,0.37,,1.76,0.00,
71992,"Recloser 8(113)",30,1.68,0.15,0.43,,1.78,0.00,
71992,"Recloser 8*",50,1.42,-7.846e-03,0.44,,1.42,0.00,
71992,"Recloser 8+(111)",40,1.42,-3.704e-03,0.36,,1.70,0.00,
71992,"Recloser 9(131)",60,2.75,5.10,0.61,,1.03,0.00,
71992,"Recloser B(117)",80,4.22,8.933e-03,0.31,,1.78,0.00,
71992,"Recloser C(133)",90,8.76,0.02,1.80,,0.38,0.00,
71992,"Recloser D(116)",100,5.23,4.62e-04,0.17,,2.17,0.00,
71992,"Recloser E(132)",110,10.76,4.284e-03,0.24,,2.18,0.00,
71992,"Recloser K(162)",120,11.98,-3.24e-04,0.68,,2.01,0.00,
71992,"Recloser N(104)",130,0.28,-0.07,0.46,,0.91,0.00,
71992,"Recloser R(105)",140,1.015e-03,-0.13,0.99,,2.27e-03,0.00,
71992,"Recloser W(138)",150,15.46,0.05,1.62,,0.34,0.00,
72010,"Recloser 11(141)",70,21.61,10.67,-0.67,,2.69,0.00,
72010,"Recloser 2(135)",10,11.41,0.48,0.23,,1.84,0.00,
72010,"Recloser 3(140)",20,13.54,0.99,0.37,,1.76,0.00,
72010,"Recloser 8(113)",30,1.68,0.15,0.43,,1.78,0.00,
72010,"Recloser 8*",50,1.42,-7.846e-03,0.44,,1.42,0.00,
72010,"Recloser 8+(111)",40,1.42,-3.704e-03,0.36,,1.70,0.00,
72010,"Recloser 9(131)",60,2.75,5.10,0.61,,1.03,0.00,
72010,"Recloser B(117)",80,4.22,8.933e-03,0.31,,1.78,0.00,
72010,"Recloser C(133)",90,8.76,0.02,1.80,,0.38,0.00,
72010,"Recloser D(116)",100,5.23,4.62e-04,0.17,,2.17,0.00,
72010,"Recloser E(132)",110,10.76,4.284e-03,0.24,,2.18,0.00,
72010,"Recloser K(162)",120,11.98,-3.24e-04,0.68,,2.01,0.00,
72010,"Recloser N(104)",130,0.28,-0.07,0.46,,0.91,0.00,
72010,"Recloser R(105)",140,1.015e-03,-0.13,0.99,,2.27e-03,0.00,
72010,"Recloser W(138)",150,15.46,0.05,1.62,,0.34,0.00,
72487,"E, Extremely Inverse",40,5.64,0.02,1.00,,2.00,0.00,
72487,"I, Inverse Time",20,8.93,0.17,1.00,,2.09,0.00,
72487,"M, Moderately Inverse",10,0.01,0.02,1.00,,0.02,0.00,
72487,"V, Very Inverse",30,3.92,0.09,1.00,,2.00,0.00,
72497,"D, Definite Inverse",30,0.47,0.21,1.00,,1.56,0.00,
72497,"E, Extremely Inverse",70,5.64,0.02,1.00,,2.00,0.00,
72497,"I, Inverse Time",50,8.93,0.17,1.00,,2.09,0.00,
72497,"L, Long Inverse",20,5.61,2.18,1.00,,1.00,0.00,
72497,"M, Moderately Inverse",40,0.01,0.02,1.00,,0.02,0.00,
72497,"S, Short Inverse",10,0.26,0.03,1.00,,1.29,0.00,
72497,"V, Very Inverse",60,3.92,0.09,1.00,,2.00,0.00,
72513,"D, Definite Inverse",30,0.47,0.21,1.00,,1.56,0.00,
72513,"E, Extremely Inverse",70,5.64,0.02,1.00,,2.00,0.00,
72513,"I, Inverse Time",50,8.93,0.17,1.00,,2.09,0.00,
72513,"L, Long Inverse",20,5.61,2.18,1.00,,1.00,0.00,
72513,"M, Moderately Inverse",40,0.01,0.02,1.00,,0.02,0.00,
72513,"S, Short Inverse",10,0.26,0.03,1.00,,1.29,0.00,
72513,"V, Very Inverse",60,3.92,0.09,1.00,,2.00,0.00,
72523,"D, Definite Inverse",30,0.47,0.21,1.00,,1.56,0.00,
72523,"E, Extremely Inverse",70,5.64,0.02,1.00,,2.00,0.00,
72523,"I, Inverse Time",50,8.93,0.17,1.00,,2.09,0.00,
72523,"L, Long Inverse",20,5.61,2.18,1.00,,1.00,0.00,
72523,"M, Moderately Inverse",40,0.01,0.02,1.00,,0.02,0.00,
72523,"S, Short Inverse",10,0.26,0.03,1.00,,1.29,0.00,
72523,"V, Very Inverse",60,3.92,0.09,1.00,,2.00,0.00,
72533,"D, Definite Inverse",30,0.47,0.21,1.00,,1.56,0.00,
72533,"E, Extremely Inverse",70,5.64,0.02,1.00,,2.00,0.00,
72533,"I, Inverse Time",50,8.93,0.17,1.00,,2.09,0.00,
72533,"L, Long Inverse",20,5.61,2.18,1.00,,1.00,0.00,
72533,"M, Moderately Inverse",40,0.01,0.02,1.00,,0.02,0.00,
72533,"S, Short Inverse",10,0.26,0.03,1.00,,1.29,0.00,
72533,"V, Very Inverse",60,3.92,0.09,1.00,,2.00,0.00,
72543,"D, Definite Inverse",30,0.47,0.21,1.00,,1.56,0.00,
72543,"E, Extremely Inverse",70,5.64,0.02,1.00,,2.00,0.00,
72543,"I, Inverse Time",50,8.93,0.17,1.00,,2.09,0.00,
72543,"L, Long Inverse",20,5.61,2.18,1.00,,1.00,0.00,
72543,"M, Moderately Inverse",40,0.01,0.02,1.00,,0.02,0.00,
72543,"S, Short Inverse",10,0.26,0.03,1.00,,1.29,0.00,
72543,"V, Very Inverse",60,3.92,0.09,1.00,,2.00,0.00,
72555,"E, Extremely Inverse",40,5.64,0.02,1.00,,2.00,0.00,
72555,"I, Inverse Time",20,8.93,0.17,1.00,,2.09,0.00,
72555,"M, Moderately Inverse",10,0.01,0.02,1.00,,0.02,0.00,
72555,"V, Very Inverse",30,3.92,0.09,1.00,,2.00,0.00,
72565,"D, Definite Inverse",30,0.47,0.21,1.00,,1.56,0.00,
72565,"E, Extremely Inverse",70,5.64,0.02,1.00,,2.00,0.00,
72565,"I, Inverse Time",50,8.93,0.17,1.00,,2.09,0.00,
72565,"L, Long Inverse",20,5.61,2.18,1.00,,1.00,0.00,
72565,"M, Moderately Inverse",40,0.01,0.02,1.00,,0.02,0.00,
72565,"S, Short Inverse",10,0.26,0.03,1.00,,1.29,0.00,
72565,"V, Very Inverse",60,3.92,0.09,1.00,,2.00,0.00,
72582,"D, Definite Inverse",30,0.47,0.21,1.00,,1.56,0.00,
72582,"E, Extremely Inverse",70,5.64,0.02,1.00,,2.00,0.00,
72582,"I, Inverse Time",50,8.93,0.17,1.00,,2.09,0.00,
72582,"L, Long Inverse",20,5.61,2.18,1.00,,1.00,0.00,
72582,"M, Moderately Inverse",40,0.01,0.02,1.00,,0.02,0.00,
72582,"S, Short Inverse",10,0.26,0.03,1.00,,1.29,0.00,
72582,"V, Very Inverse",60,3.92,0.09,1.00,,2.00,0.00,
72592,"D, Definite Inverse",30,0.47,0.21,1.00,,1.56,0.00,
72592,"E, Extremely Inverse",70,5.64,0.02,1.00,,2.00,0.00,
72592,"I, Inverse Time",50,8.93,0.17,1.00,,2.09,0.00,
72592,"L, Long Inverse",20,5.61,2.18,1.00,,1.00,0.00,
72592,"M, Moderately Inverse",40,0.01,0.02,1.00,,0.02,0.00,
72592,"S, Short Inverse",10,0.26,0.03,1.00,,1.29,0.00,
72592,"V, Very Inverse",60,3.92,0.09,1.00,,2.00,0.00,
72602,"D, Definite Inverse",30,0.47,0.21,1.00,,1.56,0.00,
72602,"E, Extremely Inverse",70,5.64,0.02,1.00,,2.00,0.00,
72602,"I, Inverse Time",50,8.93,0.17,1.00,,2.09,0.00,
72602,"L, Long Inverse",20,5.61,2.18,1.00,,1.00,0.00,
72602,"M, Moderately Inverse",40,0.01,0.02,1.00,,0.02,0.00,
72602,"S, Short Inverse",10,0.26,0.03,1.00,,1.29,0.00,
72602,"V, Very Inverse",60,3.92,0.09,1.00,,2.00,0.00,
72612,"D, Definite Inverse",30,0.47,0.21,1.00,,1.56,0.00,
72612,"E, Extremely Inverse",70,5.64,0.02,1.00,,2.00,0.00,
72612,"I, Inverse Time",50,8.93,0.17,1.00,,2.09,0.00,
72612,"L, Long Inverse",20,5.61,2.18,1.00,,1.00,0.00,
72612,"M, Moderately Inverse",40,0.01,0.02,1.00,,0.02,0.00,
72612,"S, Short Inverse",10,0.26,0.03,1.00,,1.29,0.00,
72612,"V, Very Inverse",60,3.92,0.09,1.00,,2.00,0.00,
72622,"E, Extremely Inverse",40,5.64,0.02,1.00,,2.00,0.00,
72622,"I, Inverse Time",20,8.93,0.17,1.00,,2.09,0.00,
72622,"M, Moderately Inverse",10,0.01,0.02,1.00,,0.02,0.00,
72622,"V, Very Inverse",30,3.92,0.09,1.00,,2.00,0.00,
72632,"D, Definite Inverse",30,0.47,0.21,1.00,,1.56,0.00,
72632,"E, Extremely Inverse",70,5.64,0.02,1.00,,2.00,0.00,
72632,"I, Inverse Time",50,8.93,0.17,1.00,,2.09,0.00,
72632,"L, Long Inverse",20,5.61,2.18,1.00,,1.00,0.00,
72632,"M, Moderately Inverse",40,0.01,0.02,1.00,,0.02,0.00,
72632,"S, Short Inverse",10,0.26,0.03,1.00,,1.29,0.00,
72632,"V, Very Inverse",60,3.92,0.09,1.00,,2.00,0.00,
72649,"D, Definite Inverse",30,0.47,0.21,1.00,,1.56,0.00,
72649,"E, Extremely Inverse",70,5.64,0.02,1.00,,2.00,0.00,
72649,"I, Inverse Time",50,8.93,0.17,1.00,,2.09,0.00,
72649,"L, Long Inverse",20,5.61,2.18,1.00,,1.00,0.00,
72649,"M, Moderately Inverse",40,0.01,0.02,1.00,,0.02,0.00,
72649,"S, Short Inverse",10,0.26,0.03,1.00,,1.29,0.00,
72649,"V, Very Inverse",60,3.92,0.09,1.00,,2.00,0.00,
72659,"D, Definite Inverse",30,0.47,0.21,1.00,,1.56,0.00,
72659,"E, Extremely Inverse",70,5.64,0.02,1.00,,2.00,0.00,
72659,"I, Inverse Time",50,8.93,0.17,1.00,,2.09,0.00,
72659,"L, Long Inverse",20,5.61,2.18,1.00,,1.00,0.00,
72659,"M, Moderately Inverse",40,0.01,0.02,1.00,,0.02,0.00,
72659,"S, Short Inverse",10,0.26,0.03,1.00,,1.29,0.00,
72659,"V, Very Inverse",60,3.92,0.09,1.00,,2.00,0.00,
72669,"D, Definite Inverse",30,0.47,0.21,1.00,,1.56,0.00,
72669,"E, Extremely Inverse",70,5.64,0.02,1.00,,2.00,0.00,
72669,"I, Inverse Time",50,8.93,0.17,1.00,,2.09,0.00,
72669,"L, Long Inverse",20,5.61,2.18,1.00,,1.00,0.00,
72669,"M, Moderately Inverse",40,0.01,0.02,1.00,,0.02,0.00,
72669,"S, Short Inverse",10,0.26,0.03,1.00,,1.29,0.00,
72669,"V, Very Inverse",60,3.92,0.09,1.00,,2.00,0.00,
72679,"D, Definite Inverse",30,0.47,0.21,1.00,,1.56,0.00,
72679,"E, Extremely Inverse",70,5.64,0.02,1.00,,2.00,0.00,
72679,"I, Inverse Time",50,8.93,0.17,1.00,,2.09,0.00,
72679,"L, Long Inverse",20,5.61,2.18,1.00,,1.00,0.00,
72679,"M, Moderately Inverse",40,0.01,0.02,1.00,,0.02,0.00,
72679,"S, Short Inverse",10,0.26,0.03,1.00,,1.29,0.00,
72679,"V, Very Inverse",60,3.92,0.09,1.00,,2.00,0.00,
72745,"D, Definite Inverse",30,0.47,0.21,1.00,,1.56,0.00,
72745,"E, Extremely Inverse",70,5.64,0.02,1.00,,2.00,0.00,
72745,"I, Inverse Time",50,8.93,0.17,1.00,,2.09,0.00,
72745,"L, Long Inverse",20,5.61,2.18,1.00,,1.00,0.00,
72745,"M, Moderately Inverse",40,0.01,0.02,1.00,,0.02,0.00,
72745,"S, Short Inverse",10,0.26,0.03,1.00,,1.29,0.00,
72745,"V, Very Inverse",60,3.92,0.09,1.00,,2.00,0.00,
72755,"D, Definite Inverse",30,0.47,0.21,1.00,,1.56,0.00,
72755,"E, Extremely Inverse",70,5.64,0.02,1.00,,2.00,0.00,
72755,"I, Inverse Time",50,8.93,0.17,1.00,,2.09,0.00,
72755,"L, Long Inverse",20,5.61,2.18,1.00,,1.00,0.00,
72755,"M, Moderately Inverse",40,0.01,0.02,1.00,,0.02,0.00,
72755,"S, Short Inverse",10,0.26,0.03,1.00,,1.29,0.00,
72755,"V, Very Inverse",60,3.92,0.09,1.00,,2.00,0.00,
72882,"B, Very Inverse (I2t)",140,1.46,0.00,1.00,,1.04,0.02,
72882,"D, Definite Time",50,0.47,0.21,1.00,,1.56,0.02,
72882,"E2, Extremely Inverse",120,4.98,0.01,1.00,,2.04,0.02,
72882,"Extremely Inverse",110,7.76,0.02,1.00,,2.09,0.02,
72882,"Extremely Inverse (I2t)",150,8.25,0.00,1.00,,2.04,0.02,
72882,"Fixed Time",170,0.00,1.00,1.00,,0.00,0.02,
72882,"I, Inverse Time",70,8.93,0.17,1.00,,2.09,0.02,
72882,"Inverse Time",80,0.27,0.10,1.00,,0.43,0.02,
72882,"L1, Long Inverse",30,5.61,2.18,1.00,,1.00,0.02,
72882,"L2, Long Inverse",40,2.39,0.00,1.00,,0.31,0.02,
72882,"Long Time Inverse (I2t)",160,12.12,0.00,1.00,,1.00,0.02,
72882,"M, Moderately Inverse",60,0.30,0.12,1.00,,0.50,0.02,
72882,"S, Short Inverse",10,0.26,0.03,1.00,,1.29,0.02,
72882,"S2, Short Inverse",20,0.02,0.02,1.00,,0.98,0.02,
72882,"Standard Inverse",130,0.01,0.00,1.00,,0.02,0.02,
72882,"V, Very Inverse",90,5.46,0.10,1.00,,2.04,0.02,
72882,"V2, Very Inverse",100,4.43,0.09,1.00,,1.95,0.02,
72917,"I^2 T",10,100.00,0.00,0.00,,2.00,0.00,
72917,"I^4 T",20,100.00,0.00,0.00,,4.00,0.00,
72945,"I^2 T",10,100.00,0.00,0.00,,2.00,0.00,
72945,"I^4 T",20,100.00,0.00,0.00,,4.00,0.00,
72987,"I^2 T",10,100.00,0.00,0.00,,2.00,0.00,
72987,"I^4 T",20,100.00,0.00,0.00,,4.00,0.00,
73618,"A, Standard Inv",160,0.01,0.00,1.00,,0.02,0.02,
73618,"A1",180,0.14,0.00,1.00,,0.02,0.00,
73618,"B, Very Inverse (It)",130,1.46,0.00,1.00,,1.04,0.02,
73618,"B1",190,13.50,0.00,1.00,,1.00,0.00,
73618,"C, Extremely Inverse",140,8.25,0.00,1.00,,2.04,0.02,
73618,"C1",200,80.00,0.00,1.00,,2.00,0.00,
73618,"D, Definite Time",50,0.47,0.21,1.00,,1.56,0.02,
73618,"D1",210,0.05,0.11,1.00,,0.02,0.00,
73618,"E1, Extremely Inverse",110,7.76,0.02,1.00,,2.09,0.02,
73618,"E2, Extremely Inverse",120,4.98,0.01,1.00,,2.04,0.02,
73618,"E3",220,19.61,0.49,1.00,,2.00,0.00,
73618,"F, Fixed Time",150,0.00,1.00,0.00,,0.00,0.02,
73618,"F1",230,28.20,0.12,1.00,,2.00,0.00,
73618,"G, Long Time Inverse",170,12.12,0.00,1.00,,1.00,0.02,
73618,"I1, Inverse Time",70,8.93,0.17,1.00,,2.09,0.02,
73618,"I2, Inverse Time",80,0.27,0.10,1.00,,0.43,0.02,
73618,"L1, Long Inverse",30,5.61,2.18,1.00,,1.00,0.02,
73618,"L2, Long Inverse",40,2.39,2.0e-05,1.00,,0.31,0.02,
73618,"M, Moderately Inverse",60,0.30,0.12,1.00,,0.50,0.02,
73618,"S1, Short Inverse",10,0.26,0.03,1.00,,1.29,0.02,
73618,"S2, Short Inverse",20,0.02,0.02,1.00,,0.98,0.02,
73618,"V1, Very Inverse",90,5.46,0.10,1.00,,2.04,0.02,
73618,"V2, Very Inverse",100,4.43,0.09,1.00,,1.95,0.02,
73623,"A, Standard Inv",160,0.01,0.00,1.00,,0.02,0.02,
73623,"A1",180,0.14,0.00,1.00,,0.02,0.00,
73623,"B, Very Inverse (It)",130,1.46,0.00,1.00,,1.04,0.02,
73623,"B1",190,13.50,0.00,1.00,,1.00,0.00,
73623,"C, Extremely Inverse",140,8.25,0.00,1.00,,2.04,0.02,
73623,"C1",200,80.00,0.00,1.00,,2.00,0.00,
73623,"D, Definite Time",50,0.47,0.21,1.00,,1.56,0.02,
73623,"D1",210,0.05,0.11,1.00,,0.02,0.00,
73623,"E1, Extremely Inverse",110,7.76,0.02,1.00,,2.09,0.02,
73623,"E2, Extremely Inverse",120,4.98,0.01,1.00,,2.04,0.02,
73623,"E3",220,19.61,0.49,1.00,,2.00,0.00,
73623,"F, Fixed Time",150,0.00,1.00,0.00,,0.00,0.02,
73623,"F1",230,28.20,0.12,1.00,,2.00,0.00,
73623,"G, Long Time Inverse",170,12.12,0.00,1.00,,1.00,0.02,
73623,"I1, Inverse Time",70,8.93,0.17,1.00,,2.09,0.02,
73623,"I2, Inverse Time",80,0.27,0.10,1.00,,0.43,0.02,
73623,"L1, Long Inverse",30,5.61,2.18,1.00,,1.00,0.02,
73623,"L2, Long Inverse",40,2.39,2.0e-05,1.00,,0.31,0.02,
73623,"M, Moderately Inverse",60,0.30,0.12,1.00,,0.50,0.02,
73623,"S1, Short Inverse",10,0.26,0.03,1.00,,1.29,0.02,
73623,"S2, Short Inverse",20,0.02,0.02,1.00,,0.98,0.02,
73623,"V1, Very Inverse",90,5.46,0.10,1.00,,2.04,0.02,
73623,"V2, Very Inverse",100,4.43,0.09,1.00,,1.95,0.02,
73628,"A, Standard Inv",160,0.01,0.00,1.00,,0.02,0.02,
73628,"A1",180,0.14,0.00,1.00,,0.02,0.00,
73628,"B, Very Inverse (It)",130,1.46,0.00,1.00,,1.04,0.02,
73628,"B1",190,13.50,0.00,1.00,,1.00,0.00,
73628,"C, Extremely Inverse",140,8.25,0.00,1.00,,2.04,0.02,
73628,"C1",200,80.00,0.00,1.00,,2.00,0.00,
73628,"D, Definite Time",50,0.47,0.21,1.00,,1.56,0.02,
73628,"D1",210,0.05,0.11,1.00,,0.02,0.00,
73628,"E1, Extremely Inverse",110,7.76,0.02,1.00,,2.09,0.02,
73628,"E2, Extremely Inverse",120,4.98,0.01,1.00,,2.04,0.02,
73628,"E3",220,19.61,0.49,1.00,,2.00,0.00,
73628,"F, Fixed Time",150,0.00,1.00,0.00,,0.00,0.02,
73628,"F1",230,28.20,0.12,1.00,,2.00,0.00,
73628,"G, Long Time Inverse",170,12.12,0.00,1.00,,1.00,0.02,
73628,"I1, Inverse Time",70,8.93,0.17,1.00,,2.09,0.02,
73628,"I2, Inverse Time",80,0.27,0.10,1.00,,0.43,0.02,
73628,"L1, Long Inverse",30,5.61,2.18,1.00,,1.00,0.02,
73628,"L2, Long Inverse",40,2.39,2.0e-05,1.00,,0.31,0.02,
73628,"M, Moderately Inverse",60,0.30,0.12,1.00,,0.50,0.02,
73628,"S1, Short Inverse",10,0.26,0.03,1.00,,1.29,0.02,
73628,"S2, Short Inverse",20,0.02,0.02,1.00,,0.98,0.02,
73628,"V1, Very Inverse",90,5.46,0.10,1.00,,2.04,0.02,
73628,"V2, Very Inverse",100,4.43,0.09,1.00,,1.95,0.02,
73633,"A, Standard Inv",160,0.01,0.00,1.00,,0.02,0.02,
73633,"A1",180,0.14,0.00,1.00,,0.02,0.00,
73633,"B, Very Inverse (It)",130,1.46,0.00,1.00,,1.04,0.02,
73633,"B1",190,13.50,0.00,1.00,,1.00,0.00,
73633,"C, Extremely Inverse",140,8.25,0.00,1.00,,2.04,0.02,
73633,"C1",200,80.00,0.00,1.00,,2.00,0.00,
73633,"D, Definite Time",50,0.47,0.21,1.00,,1.56,0.02,
73633,"D1",210,0.05,0.11,1.00,,0.02,0.00,
73633,"E1, Extremely Inverse",110,7.76,0.02,1.00,,2.09,0.02,
73633,"E2, Extremely Inverse",120,4.98,0.01,1.00,,2.04,0.02,
73633,"E3",220,19.61,0.49,1.00,,2.00,0.00,
73633,"F, Fixed Time",150,0.00,1.00,0.00,,0.00,0.02,
73633,"F1",230,28.20,0.12,1.00,,2.00,0.00,
73633,"G, Long Time Inverse",170,12.12,0.00,1.00,,1.00,0.02,
73633,"I1, Inverse Time",70,8.93,0.17,1.00,,2.09,0.02,
73633,"I2, Inverse Time",80,0.27,0.10,1.00,,0.43,0.02,
73633,"L1, Long Inverse",30,5.61,2.18,1.00,,1.00,0.02,
73633,"L2, Long Inverse",40,2.39,2.0e-05,1.00,,0.31,0.02,
73633,"M, Moderately Inverse",60,0.30,0.12,1.00,,0.50,0.02,
73633,"S1, Short Inverse",10,0.26,0.03,1.00,,1.29,0.02,
73633,"S2, Short Inverse",20,0.02,0.02,1.00,,0.98,0.02,
73633,"V1, Very Inverse",90,5.46,0.10,1.00,,2.04,0.02,
73633,"V2, Very Inverse",100,4.43,0.09,1.00,,1.95,0.02,
73635,"A, Standard Inv",160,0.01,0.00,1.00,,0.02,0.02,
