"ParentID","CurveName","Ordinal","vK","vE","DTAfter","DTMinTime"
76355,"IEC EI",30,80.00,2.00,20.00,
76355,"IEC LI",40,120.00,1.00,20.00,
76355,"IEC NI",10,0.14,0.02,20.00,
76355,"IEC VI",20,13.50,1.00,20.00,
76369,"IEC EI",30,80.00,2.00,20.00,
76369,"IEC LI",40,120.00,1.00,20.00,
76369,"IEC NI",10,0.14,0.02,20.00,
76369,"IEC VI",20,13.50,1.00,20.00,
76383,"IEC EI",30,80.00,2.00,20.00,
76383,"IEC LI",40,120.00,1.00,20.00,
76383,"IEC NI",10,0.14,0.02,20.00,
76383,"IEC VI",20,13.50,1.00,20.00,
76396,"IEC EI",30,80.00,2.00,20.00,
76396,"IEC LI",40,120.00,1.00,20.00,
76396,"IEC NI",10,0.14,0.02,20.00,
76396,"IEC VI",20,13.50,1.00,20.00,
76411,"IEC EI",30,80.00,2.00,20.00,
76411,"IEC LI",40,120.00,1.00,20.00,
76411,"IEC NI",10,0.14,0.02,20.00,
76411,"IEC VI",20,13.50,1.00,20.00,
76425,"IEC EI",30,80.00,2.00,20.00,
76425,"IEC LI",40,120.00,1.00,20.00,
76425,"IEC NI",10,0.14,0.02,20.00,
76425,"IEC VI",20,13.50,1.00,20.00,
76439,"IEC EI",30,80.00,2.00,20.00,
76439,"IEC LI",40,120.00,1.00,20.00,
76439,"IEC NI",10,0.14,0.02,20.00,
76439,"IEC VI",20,13.50,1.00,20.00,
76452,"IEC EI",30,80.00,2.00,20.00,
76452,"IEC LI",40,120.00,1.00,20.00,
76452,"IEC NI",10,0.14,0.02,20.00,
76452,"IEC VI",20,13.50,1.00,20.00,
76591,"Ext Inv",40,80.00,2.00,,
76591,"Inv",20,0.14,0.02,,
76591,"LT Inv",10,120.00,1.00,,
76591,"V Inv",30,13.50,1.00,,
76594,"Ext Inv",40,80.00,2.00,,
76594,"Inv",20,0.14,0.02,,
76594,"LT Inv",10,120.00,1.00,,
76594,"V Inv",30,13.50,1.00,,
76601,"Ext Inv",40,80.00,2.00,,
76601,"Inv",20,0.14,0.02,,
76601,"LT Inv",10,120.00,1.00,,
76601,"V Inv",30,13.50,1.00,,
76611,"Ext Inv",40,80.00,2.00,,
76611,"Inv",20,0.14,0.02,,
76611,"LT Inv",10,120.00,1.00,,
76611,"V Inv",30,13.50,1.00,,
77087,"Ext Inv",30,80.00,2.00,,
77087,"Std Inv",10,0.14,0.02,,
77087,"V Inv",20,13.50,1.00,,
77092,"Ext Inv",30,80.00,2.00,,
77092,"Std Inv",10,0.14,0.02,,
77092,"V Inv",20,13.50,1.00,,
77096,"Ext Inv",30,80.00,2.00,,
77096,"Std Inv",10,0.14,0.02,,
77096,"V Inv",20,13.50,1.00,,
77101,"Ext Inv",30,80.00,2.00,,
77101,"Std Inv",10,0.14,0.02,,
77101,"V Inv",20,13.50,1.00,,
77137,"Extremely Inv",30,80.00,2.00,,0.04
77137,"Long-Time Inv",40,120.00,1.00,,0.04
77137,"Normal Inv",10,0.14,0.02,,0.04
77137,"Very Inv",20,13.50,1.00,,0.04
77171,"Extremely Inv",30,80.00,2.00,,0.04
77171,"Long-Time Inv",40,120.00,1.00,,0.04
77171,"Normal Inv",10,0.14,0.02,,0.04
77171,"Very Inv",20,13.50,1.00,,0.04
77298,"E Inv (Type C)",30,80.00,2.00,20.00,0.05
77298,"Inv (TypeA)",10,0.14,0.02,20.00,0.05
77298,"L Inv (Type B)",40,120.00,1.00,20.00,0.05
77298,"V Inv (Type B)",20,13.50,1.00,20.00,0.05
77312,"E Inv (Type C)",30,80.00,2.00,20.00,0.05
77312,"Inv (TypeA)",10,0.14,0.02,20.00,0.05
77312,"L Inv (Type B)",40,120.00,1.00,20.00,0.05
77312,"V Inv (Type B)",20,13.50,1.00,20.00,0.05
77326,"E Inv (Type C)",30,80.00,2.00,20.00,0.05
77326,"Inv (TypeA)",10,0.14,0.02,20.00,0.05
77326,"L Inv (Type B)",40,120.00,1.00,20.00,0.05
77326,"V Inv (Type B)",20,13.50,1.00,20.00,0.05
77340,"E Inv (Type C)",30,80.00,2.00,20.00,0.05
77340,"Inv (TypeA)",10,0.14,0.02,20.00,0.05
77340,"L Inv (Type B)",40,120.00,1.00,20.00,0.05
77340,"V Inv (Type B)",20,13.50,1.00,20.00,0.05
77360,"E Inv (Type C)",30,80.00,2.00,20.00,0.05
77360,"Inv (TypeA)",10,0.14,0.02,20.00,0.05
77360,"L Inv (Type B)",40,120.00,1.00,20.00,0.05
77360,"V Inv (Type B)",20,13.50,1.00,20.00,0.05
77374,"E Inv (Type C)",30,80.00,2.00,20.00,0.05
77374,"Inv (TypeA)",10,0.14,0.02,20.00,0.05
77374,"L Inv (Type B)",40,120.00,1.00,20.00,0.05
77374,"V Inv (Type B)",20,13.50,1.00,20.00,0.05
77388,"E Inv (Type C)",30,80.00,2.00,20.00,0.05
77388,"Inv (TypeA)",10,0.14,0.02,20.00,0.05
77388,"L Inv (Type B)",40,120.00,1.00,20.00,0.05
77388,"V Inv (Type B)",20,13.50,1.00,20.00,0.05
77402,"E Inv (Type C)",30,80.00,2.00,20.00,0.05
77402,"Inv (TypeA)",10,0.14,0.02,20.00,0.05
77402,"L Inv (Type B)",40,120.00,1.00,20.00,0.05
77402,"V Inv (Type B)",20,13.50,1.00,20.00,0.05
77420,"E Inv (Type C)",30,80.00,2.00,20.00,0.05
77420,"Inv (TypeA)",10,0.14,0.02,20.00,0.05
77420,"L Inv (Type B)",40,120.00,1.00,20.00,0.05
77420,"V Inv (Type B)",20,13.50,1.00,20.00,0.05
77434,"E Inv (Type C)",30,80.00,2.00,20.00,0.05
77434,"Inv (TypeA)",10,0.14,0.02,20.00,0.05
77434,"L Inv (Type B)",40,120.00,1.00,20.00,0.05
77434,"V Inv (Type B)",20,13.50,1.00,20.00,0.05
77448,"E Inv (Type C)",30,80.00,2.00,20.00,0.05
77448,"Inv (TypeA)",10,0.14,0.02,20.00,0.05
77448,"L Inv (Type B)",40,120.00,1.00,20.00,0.05
77448,"V Inv (Type B)",20,13.50,1.00,20.00,0.05
77462,"E Inv (Type C)",30,80.00,2.00,20.00,0.05
77462,"Inv (TypeA)",10,0.14,0.02,20.00,0.05
77462,"L Inv (Type B)",40,120.00,1.00,20.00,0.05
77462,"V Inv (Type B)",20,13.50,1.00,20.00,0.05
77482,"E Inv (Type C)",30,80.00,2.00,20.00,0.05
77482,"Inv (TypeA)",10,0.14,0.02,20.00,0.05
77482,"L Inv (Type B)",40,120.00,1.00,20.00,0.05
77482,"V Inv (Type B)",20,13.50,1.00,20.00,0.05
77496,"E Inv (Type C)",30,80.00,2.00,20.00,0.05
77496,"Inv (TypeA)",10,0.14,0.02,20.00,0.05
77496,"L Inv (Type B)",40,120.00,1.00,20.00,0.05
77496,"V Inv (Type B)",20,13.50,1.00,20.00,0.05
77510,"E Inv (Type C)",30,80.00,2.00,20.00,0.05
77510,"Inv (TypeA)",10,0.14,0.02,20.00,0.05
77510,"L Inv (Type B)",40,120.00,1.00,20.00,0.05
77510,"V Inv (Type B)",20,13.50,1.00,20.00,0.05
77524,"E Inv (Type C)",30,80.00,2.00,20.00,0.05
77524,"Inv (TypeA)",10,0.14,0.02,20.00,0.05
77524,"L Inv (Type B)",40,120.00,1.00,20.00,0.05
77524,"V Inv (Type B)",20,13.50,1.00,20.00,0.05
77630,"E Inv",30,80.00,2.00,,
77630,"L Inv",40,120.00,1.00,,
77630,"N Inv",10,0.14,0.02,,
77630,"S Inv",50,0.05,0.04,,
77630,"V Inv",20,13.50,1.00,,
77639,"E Inv",30,80.00,2.00,,
77639,"L Inv",40,120.00,1.00,,
77639,"N Inv",10,0.14,0.02,,
77639,"S Inv",50,0.05,0.04,,
77639,"V Inv",20,13.50,1.00,,
77651,"E Inv",30,80.00,2.00,,
77651,"L Inv",40,120.00,1.00,,
77651,"N Inv",10,0.14,0.02,,
77651,"S Inv",50,0.05,0.04,,
77651,"V Inv",20,13.50,1.00,,
77669,"C1, Standard Inverse",10,0.14,0.02,,
77669,"C2, Very Inverse",20,13.50,1.00,,
77669,"C3, Extremely Inverse",30,80.00,2.00,,
77669,"C4, Long-Time Inverse",40,120.00,1.00,,
77669,"C5, Short-Time Inverse",50,0.05,0.04,,
77706,"Extremely Inverse",30,80.00,2.00,,
77706,"Long-time Inverse",40,120.00,1.00,,
77706,"Normal Inverse",10,0.14,0.02,,
77706,"Very Inverse",20,13.50,1.00,,
77748,"Extremely Inverse",30,80.00,2.00,,
77748,"Long-time Inverse",40,120.00,1.00,,
77748,"Normal Inverse",10,0.14,0.02,,
77748,"Very Inverse",20,13.50,1.00,,
77812,"Ext Inv",30,80.00,2.00,20.00,0.06
77812,"LT Inv",40,120.00,1.00,20.00,0.06
77812,"Std Inv",10,0.14,0.02,20.00,0.06
77812,"Very Inv",20,13.50,1.00,20.00,0.06
77847,"Ext Inv",30,80.00,2.00,20.00,0.06
77847,"LT Inv",40,120.00,1.00,20.00,0.06
77847,"Std Inv",10,0.14,0.02,20.00,0.06
77847,"Very Inv",20,13.50,1.00,20.00,0.06
77945,"Areva STI",50,0.05,0.04,20.00,0.02
77945,"IEC Extremely Inverse",30,80.00,2.00,20.00,0.02
77945,"IEC Long Time Inverse",40,120.00,1.00,20.00,0.02
77945,"IEC Std Inverse",10,0.14,0.02,20.00,0.02
77945,"IEC Very Inverse",20,13.50,1.00,20.00,0.02
78029,"Areva STI",50,0.05,0.04,20.00,0.02
78029,"IEC Extremely Inverse",30,80.00,2.00,20.00,0.02
78029,"IEC Long Time Inverse",40,120.00,1.00,20.00,0.02
78029,"IEC Std Inverse",10,0.14,0.02,20.00,0.02
78029,"IEC Very Inverse",20,13.50,1.00,20.00,0.02
78031,"Areva STI",50,0.05,0.04,20.00,0.02
78031,"IEC Extremely Inverse",30,80.00,2.00,20.00,0.02
78031,"IEC Long Time Inverse",40,120.00,1.00,20.00,0.02
78031,"IEC Std Inverse",10,0.14,0.02,20.00,0.02
78031,"IEC Very Inverse",20,13.50,1.00,20.00,0.02
78033,"Areva STI",50,0.05,0.04,20.00,0.02
78033,"IEC Extremely Inverse",30,80.00,2.00,20.00,0.02
78033,"IEC Long Time Inverse",40,120.00,1.00,20.00,0.02
78033,"IEC Std Inverse",10,0.14,0.02,20.00,0.02
78033,"IEC Very Inverse",20,13.50,1.00,20.00,0.02
78218,"Ext Inv",30,80.00,2.00,,
78218,"LT Earth Inv",40,120.00,1.00,,
78218,"N Inv",10,0.14,0.02,,
78218,"V Inv",20,13.50,1.00,,
78519,"IEC Extremely Inverse",30,80.00,2.00,,
78519,"IEC Long Time Inverse",40,120.00,1.00,,
78519,"IEC Std Inverse",10,0.14,0.02,,
78519,"IEC Very Inverse",20,13.50,1.00,,
78523,"IEC Extremely Inverse",30,80.00,2.00,,
78523,"IEC Long Time Inverse",40,120.00,1.00,,
78523,"IEC Std Inverse",10,0.14,0.02,,
78523,"IEC Very Inverse",20,13.50,1.00,,
78527,"IEC Extremely Inverse",30,80.00,2.00,,
78527,"IEC Long Time Inverse",40,120.00,1.00,,
78527,"IEC Std Inverse",10,0.14,0.02,,
78527,"IEC Very Inverse",20,13.50,1.00,,
78544,"IEC Extremely Inverse",30,80.00,2.00,,
78544,"IEC Long Time Inverse",40,120.00,1.00,,
78544,"IEC Std Inverse",10,0.14,0.02,,
78544,"IEC Very Inverse",20,13.50,1.00,,
78565,"IEC Extremely Inverse",30,80.00,2.00,,
78565,"IEC Long Time Inverse",40,120.00,1.00,,
78565,"IEC Std Inverse",10,0.14,0.02,,
78565,"IEC Very Inverse",20,13.50,1.00,,
78586,"IEC Extremely Inverse",30,80.00,2.00,,
78586,"IEC Long Time Inverse",40,120.00,1.00,,
78586,"IEC Std Inverse",10,0.14,0.02,,
78586,"IEC Very Inverse",20,13.50,1.00,,
78714,"Extremely Inverse",30,80.00,2.00,,
78714,"Long-time Inverse",40,120.00,1.00,,
78714,"Normal Inverse",10,0.14,0.02,,
78714,"Very Inverse",20,13.50,1.00,,
78716,"Extremely Inverse",30,80.00,2.00,,
78716,"Long-time Inverse",40,120.00,1.00,,
78716,"Normal Inverse",10,0.14,0.02,,
78716,"Very Inverse",20,13.50,1.00,,
78932,"Extremely Inverse",30,80.00,2.00,,
78932,"Long-time Inverse",40,120.00,1.00,,
78932,"Normal Inverse",10,0.14,0.02,,
78932,"Very Inverse",20,13.50,1.00,,
78937,"Extremely Inverse",30,80.00,2.00,,
78937,"Long-time Inverse",40,120.00,1.00,,
78937,"Normal Inverse",10,0.14,0.02,,
78937,"Very Inverse",20,13.50,1.00,,
78952,"Extremely Inverse",30,80.00,2.00,,
78952,"Long-time Inverse",40,120.00,1.00,,
78952,"Normal Inverse",10,0.14,0.02,,
78952,"Very Inverse",20,13.50,1.00,,
78972,"Extremely Inverse",30,80.00,2.00,,
78972,"Long-time Inverse",40,120.00,1.00,,
78972,"Normal Inverse",10,0.14,0.02,,
78972,"Very Inverse",20,13.50,1.00,,
79122,"Areva STI",50,0.05,0.04,20.00,0.02
79122,"IEC Extremely Inverse",30,80.00,2.00,20.00,0.02
79122,"IEC Long Time Inverse",40,120.00,1.00,20.00,0.02
79122,"IEC Std Inverse",10,0.14,0.02,20.00,0.02
79122,"IEC Very Inverse",20,13.50,1.00,20.00,0.02
79156,"Areva STI",50,0.05,0.04,20.00,0.02
79156,"IEC Extremely Inverse",30,80.00,2.00,20.00,0.02
79156,"IEC Long Time Inverse",40,120.00,1.00,20.00,0.02
79156,"IEC Std Inverse",10,0.14,0.02,20.00,0.02
79156,"IEC Very Inverse",20,13.50,1.00,20.00,0.02
79163,"Areva STI",50,0.05,0.04,20.00,0.02
79163,"IEC Extremely Inverse",30,80.00,2.00,20.00,0.02
79163,"IEC Long Time Inverse",40,120.00,1.00,20.00,0.02
79163,"IEC Std Inverse",10,0.14,0.02,20.00,0.02
79163,"IEC Very Inverse",20,13.50,1.00,20.00,0.02
79170,"Areva STI",50,0.05,0.04,20.00,0.02
79170,"IEC Extremely Inverse",30,80.00,2.00,20.00,0.02
79170,"IEC Long Time Inverse",40,120.00,1.00,20.00,0.02
79170,"IEC Std Inverse",10,0.14,0.02,20.00,0.02
79170,"IEC Very Inverse",20,13.50,1.00,20.00,0.02
79186,"IEC EI",10,80.00,2.00,,
79186,"IEC I",30,0.14,0.02,,
79186,"IEC LTI",40,120.00,1.00,,
79186,"IEC VI",20,13.50,1.00,,
79512,"Extremely Inverse",40,99.00,2.00,20.00,
79512,"Long Time Inverse",30,9.00,1.00,20.00,
79512,"Standard Inverse",10,0.04,0.02,20.00,
79512,"Ultra Inverse",50,315.20,2.50,20.00,
79512,"Very Inverse",20,9.00,1.00,20.00,
79514,"Extremely Inverse",40,99.00,2.00,20.00,
79514,"Long Time Inverse",30,9.00,1.00,20.00,
79514,"Standard Inverse",10,0.04,0.02,20.00,
79514,"Ultra Inverse",50,315.20,2.50,20.00,
79514,"Very Inverse",20,9.00,1.00,20.00,
79516,"Extremely Inverse",40,99.00,2.00,20.00,
79516,"Long Time Inverse",30,9.00,1.00,20.00,
79516,"Standard Inverse",10,0.04,0.02,20.00,
79516,"Ultra Inverse",50,315.20,2.50,20.00,
79516,"Very Inverse",20,9.00,1.00,20.00,
79518,"Extremely Inverse",40,99.00,2.00,20.00,
79518,"Long Time Inverse",30,9.00,1.00,20.00,
79518,"Standard Inverse",10,0.04,0.02,20.00,
79518,"Ultra Inverse",50,315.20,2.50,20.00,
79518,"Very Inverse",20,9.00,1.00,20.00,
79520,"Extremely Inverse",40,99.00,2.00,20.00,
79520,"Long Time Inverse",30,9.00,1.00,20.00,
79520,"Standard Inverse",10,0.04,0.02,20.00,
79520,"Ultra Inverse",50,315.20,2.50,20.00,
79520,"Very Inverse",20,9.00,1.00,20.00,
79534,"EIT/C",40,80.00,2.00,20.00,
79534,"LTI",30,120.00,1.00,20.00,
79534,"SIT/A",10,0.14,0.02,20.00,
79534,"VIT/B",20,13.50,1.00,20.00,
79560,"EIT/C",40,80.00,2.00,,
79560,"LTI",30,120.00,1.00,,
79560,"SIT/A",10,0.14,0.02,,
79560,"VIT/B",20,13.50,1.00,,
79600,"IEC Short Inverse",40,0.05,0.04,,
79600,"IEC-A Normal  Inverse",10,0.14,0.02,,
79600,"IEC-B Very Inverse",20,13.50,1.00,,
79600,"IEC-C Extremely Inverse",30,80.00,2.00,,
79606,"IEC Short Inverse",40,0.05,0.04,,
79606,"IEC-A Normal  Inverse",10,0.14,0.02,,
79606,"IEC-B Very Inverse",20,13.50,1.00,,
79606,"IEC-C Extremely Inverse",30,80.00,2.00,,
79612,"IEC Short Inverse",40,0.05,0.04,,
79612,"IEC-A Normal  Inverse",10,0.14,0.02,,
79612,"IEC-B Very Inverse",20,13.50,1.00,,
79612,"IEC-C Extremely Inverse",30,80.00,2.00,,
79618,"IEC Short Inverse",40,0.05,0.04,,
79618,"IEC-A Normal  Inverse",10,0.14,0.02,,
79618,"IEC-B Very Inverse",20,13.50,1.00,,
79618,"IEC-C Extremely Inverse",30,80.00,2.00,,
79693,"Ext Inv",30,80.00,2.00,,
79693,"LT Inv",40,120.00,1.00,,
79693,"Std Inv",10,0.14,0.02,,
79693,"V Inv",20,13.50,1.00,,
79945,"Extremely Inv",30,80.00,2.00,,0.04
79945,"Long-Time Inv",40,120.00,1.00,,0.04
79945,"Normal Inv",10,0.14,0.02,,0.04
79945,"Very Inv",20,13.50,1.00,,0.04
80035,"Ext Inverse",20,80.00,2.00,20.00,0.06
80035,"LT Inverse",40,120.00,1.00,20.00,0.06
80035,"N Inverse",10,0.14,0.02,20.00,0.06
80035,"V Inverse",30,13.50,1.00,20.00,0.06
80068,"Ext Inverse",20,80.00,2.00,20.00,0.06
80068,"LT Inverse",40,120.00,1.00,20.00,0.06
80068,"N Inverse",10,0.14,0.02,20.00,0.06
80068,"V Inverse",30,13.50,1.00,20.00,0.06
80207,"Ext Inv",30,80.00,2.00,,
80207,"N Inv",10,0.14,0.02,,
80207,"S Inv",20,13.50,1.00,,
80296,"Ext Inv",30,80.00,2.00,,
80296,"HR Inv",20,13.50,1.00,,
80296,"N Inv",10,0.14,0.02,,
80492,"Extremely Inverse",30,80.00,2.00,20.00,
80492,"Long-time Inverse",40,120.00,1.00,20.00,
80492,"Normal Inverse",10,0.14,0.02,20.00,
80492,"Very Inverse",20,13.50,1.00,20.00,
80495,"Extremely Inverse",30,80.00,2.00,20.00,
80495,"Long-time Inverse",40,120.00,1.00,20.00,
80495,"Normal Inverse",10,0.14,0.02,20.00,
80495,"Very Inverse",20,13.50,1.00,20.00,
80517,"Extremely Inverse",30,80.00,2.00,20.00,
80517,"Long-time Inverse",40,120.00,1.00,20.00,
80517,"Normal Inverse",10,0.14,0.02,20.00,
80517,"Very Inverse",20,13.50,1.00,20.00,
80530,"Extremely Inverse",30,80.00,2.00,20.00,
80530,"Long-time Inverse",40,120.00,1.00,20.00,
80530,"Normal Inverse",10,0.14,0.02,20.00,
80530,"Very Inverse",20,13.50,1.00,20.00,
80589,"Extremely Inv",30,80.00,2.00,,
80589,"Long-Time Inv",40,120.00,1.00,,
80589,"Normal Inv",10,0.14,0.02,,
80589,"Very Inv",20,13.50,1.00,,
80591,"Extremely Inv",30,80.00,2.00,,
80591,"Long-Time Inv",40,120.00,1.00,,
80591,"Normal Inv",10,0.14,0.02,,
80591,"Very Inv",20,13.50,1.00,,
80842,"IEC Extremely Inverse",40,80.00,2.00,20.00,
80842,"IEC Long Time Inverse",50,120.00,1.00,20.00,
80842,"IEC ST Inv",10,0.05,0.04,20.00,
80842,"IEC Std Inverse",20,0.14,0.02,20.00,
80842,"IEC Very Inverse",30,13.50,1.00,20.00,
80842,"RECT",60,45900.00,5.60,20.00,
80866,"IEC Extremely Inverse",40,80.00,2.00,20.00,0.02
80866,"IEC Long Time Inverse",50,120.00,1.00,20.00,0.02
80866,"IEC ST Inv",10,0.05,0.04,20.00,0.02
80866,"IEC Std Inverse",20,0.14,0.02,20.00,0.02
80866,"IEC Very Inverse",30,13.50,1.00,20.00,0.02
80866,"RECT",60,45900.00,5.60,20.00,0.02
80890,"Extremely Inverse",30,80.00,2.00,,
80890,"Normal Inverse",10,0.14,0.02,,
80890,"Very Inverse",20,13.50,1.00,,
80907,"Extremely Inverse",30,80.00,2.00,,
80907,"Normal Inverse",10,0.14,0.02,,
80907,"Very Inverse",20,13.50,1.00,,
80924,"Extremely Inverse",30,80.00,2.00,,
80924,"Long-time Inverse",40,120.00,1.00,,
80924,"Normal Inverse",10,0.14,0.02,,
80924,"Very Inverse",20,13.50,1.00,,
80942,"Extremely Inverse",30,80.00,2.00,,
80942,"Long-time Inverse",40,120.00,1.00,,
80942,"Normal Inverse",10,0.14,0.02,,
80942,"Very Inverse",20,13.50,1.00,,
80953,"Extremely Inverse",30,80.00,2.00,,
80953,"Long-time Inverse",40,120.00,1.00,,
80953,"Normal Inverse",10,0.14,0.02,,
80953,"Very Inverse",20,13.50,1.00,,
81000,"Extremely Inverse",30,80.00,2.00,,0.15
81000,"Long-time Inverse",40,120.00,1.00,,0.15
81000,"Normal Inverse",10,0.14,0.02,,0.15
81000,"Very Inverse",20,13.50,1.00,,0.15
81007,"Extremely Inverse",30,80.00,2.00,,0.15
81007,"Long-time Inverse",40,120.00,1.00,,0.15
81007,"Normal Inverse",10,0.14,0.02,,0.15
81007,"Very Inverse",20,13.50,1.00,,0.15
81028,"Extremely Inverse",30,80.00,2.00,,0.15
81028,"Long-time Inverse",40,120.00,1.00,,0.15
81028,"Normal Inverse",10,0.14,0.02,,0.15
81028,"Very Inverse",20,13.50,1.00,,0.15
81049,"Extremely Inverse",30,80.00,2.00,,0.15
81049,"Long-time Inverse",40,120.00,1.00,,0.15
81049,"Normal Inverse",10,0.14,0.02,,0.15
81049,"Very Inverse",20,13.50,1.00,,0.15
81068,"Extremely Inverse",30,80.00,2.00,,0.15
81068,"Long-time Inverse",40,120.00,1.00,,0.15
81068,"Normal Inverse",10,0.14,0.02,,0.15
81068,"Very Inverse",20,13.50,1.00,,0.15
81081,"Extremely Inverse",30,80.00,2.00,,0.15
81081,"Long-time Inverse",40,120.00,1.00,,0.15
81081,"Normal Inverse",10,0.14,0.02,,0.15
81081,"Very Inverse",20,13.50,1.00,,0.15
81132,"IEC Curve A",10,0.14,0.02,,
81132,"IEC Curve B",20,13.50,1.00,,
81132,"IEC Curve C",30,80.00,2.00,,
81132,"IEC Short Inv",40,0.05,0.04,,
81189,"IEC Curve A",10,0.14,0.02,,
81189,"IEC Curve B",20,13.50,1.00,,
81189,"IEC Curve C",30,80.00,2.00,,
81189,"IEC Short Inv",40,0.05,0.04,,
81223,"IEC Curve A",10,0.14,0.02,,
81223,"IEC Curve B",20,13.50,1.00,,
81223,"IEC Curve C",30,80.00,2.00,,
81223,"IEC Short Inv",40,0.05,0.04,,
81258,"IEC Curve A",10,0.14,0.02,,
81258,"IEC Curve B",20,13.50,1.00,,
81258,"IEC Curve C",30,80.00,2.00,,
81258,"IEC Short Inv",40,0.05,0.04,,
81292,"IEC Curve A",10,0.14,0.02,,
81292,"IEC Curve B",20,13.50,1.00,,
81292,"IEC Curve C",30,80.00,2.00,,
81292,"IEC Short Inv",40,0.05,0.04,,
81319,"IEC Curve A",10,0.14,0.02,,
81319,"IEC Curve B",20,13.50,1.00,,
81319,"IEC Curve C",30,80.00,2.00,,
81319,"IEC Short Inv",40,0.05,0.04,,
81321,"IEC Curve A",10,0.14,0.02,,
81321,"IEC Curve B",20,13.50,1.00,,
81321,"IEC Curve C",30,80.00,2.00,,
81321,"IEC Short Inv",40,0.05,0.04,,
81357,"IEC Curve A",10,0.14,0.02,,
81357,"IEC Curve B",20,13.50,1.00,,
81357,"IEC Curve C",30,80.00,2.00,,
81357,"IEC Short Inv",40,0.05,0.04,,
81359,"IEC Curve A",10,0.14,0.02,,
81359,"IEC Curve B",20,13.50,1.00,,
81359,"IEC Curve C",30,80.00,2.00,,
81359,"IEC Short Inv",40,0.05,0.04,,
81361,"IEC Curve A",10,0.14,0.02,,
81361,"IEC Curve B",20,13.50,1.00,,
81361,"IEC Curve C",30,80.00,2.00,,
81361,"IEC Short Inv",40,0.05,0.04,,
81366,"IEC Curve A",10,0.14,0.02,,
81366,"IEC Curve B",20,13.50,1.00,,
81366,"IEC Curve C",30,80.00,2.00,,
81366,"IEC Short Inv",40,0.05,0.04,,
81371,"IEC Curve A",10,0.14,0.02,,
81371,"IEC Curve B",20,13.50,1.00,,
81371,"IEC Curve C",30,80.00,2.00,,
81371,"IEC Short Inv",40,0.05,0.04,,
81376,"IEC Curve A",10,0.14,0.02,,
81376,"IEC Curve B",20,13.50,1.00,,
81376,"IEC Curve C",30,80.00,2.00,,
81376,"IEC Short Inv",40,0.05,0.04,,
81383,"IEC Curve A",10,0.14,0.02,,
81383,"IEC Curve B",20,13.50,1.00,,
81383,"IEC Curve C",30,80.00,2.00,,
81383,"IEC Short Inv",40,0.05,0.04,,
81388,"IEC Curve A",10,0.14,0.02,,
81388,"IEC Curve B",20,13.50,1.00,,
81388,"IEC Curve C",30,80.00,2.00,,
81388,"IEC Short Inv",40,0.05,0.04,,
81395,"IEC Curve A",10,0.14,0.02,,
81395,"IEC Curve B",20,13.50,1.00,,
81395,"IEC Curve C",30,80.00,2.00,,
81395,"IEC Short Inv",40,0.05,0.04,,
81400,"IEC Curve A",10,0.14,0.02,,
81400,"IEC Curve B",20,13.50,1.00,,
81400,"IEC Curve C",30,80.00,2.00,,
81400,"IEC Short Inv",40,0.05,0.04,,
81421,"EI01",30,80.00,2.00,,
81421,"LI01",40,51.00,1.00,,
81421,"LI21",50,60.00,1.00,,
81421,"NI01",10,0.14,0.02,,
81421,"VI01",20,13.50,1.00,,
81438,"EI01",30,80.00,2.00,,
81438,"LI01",40,51.00,1.00,,
81438,"LI21",50,60.00,1.00,,
81438,"NI01",10,0.14,0.02,,
81438,"VI01",20,13.50,1.00,,
81629,"Ext Inv",30,80.00,2.00,,0.10
81629,"Long-Time Inv",40,120.00,1.00,,0.10
81629,"Std Inv",10,0.14,0.02,,0.10
81629,"V Inv",20,13.50,1.00,,0.10
81658,"Ext Inv",30,80.00,2.00,,0.10
81658,"Long-Time Inv",40,120.00,1.00,,0.10
81658,"Std Inv",10,0.14,0.02,,0.10
81658,"V Inv",20,13.50,1.00,,0.10
81726,"Ext Inv",30,80.00,2.00,,
81726,"Inv",10,0.14,0.02,,
81726,"Very Inv",20,13.50,1.00,,
81733,"Ext Inv",30,80.00,2.00,,
81733,"Inv",10,0.14,0.02,,
81733,"Very Inv",20,13.50,1.00,,
81740,"Ext Inv",30,80.00,2.00,,
81740,"Inv",10,0.14,0.02,,
81740,"Very Inv",20,13.50,1.00,,
81747,"Ext Inv",30,80.00,2.00,,
81747,"Inv",10,0.14,0.02,,
81747,"Very Inv",20,13.50,1.00,,
82158,"E Inv (Type C)",30,80.00,2.00,20.00,0.05
82158,"Inv (TypeA)",10,0.14,0.02,20.00,0.05
82158,"L Inv (Type B)",40,120.00,1.00,20.00,0.05
82158,"V Inv (Type B)",20,13.50,1.00,20.00,0.05
82178,"E Inv (Type C)",30,80.00,2.00,20.00,0.05
82178,"Inv (TypeA)",10,0.14,0.02,20.00,0.05
82178,"L Inv (Type B)",40,120.00,1.00,20.00,0.05
82178,"V Inv (Type B)",20,13.50,1.00,20.00,0.05
82198,"E Inv (Type C)",30,80.00,2.00,20.00,0.05
82198,"Inv (TypeA)",10,0.14,0.02,20.00,0.05
82198,"L Inv (Type B)",40,120.00,1.00,20.00,0.05
82198,"V Inv (Type B)",20,13.50,1.00,20.00,0.05
82218,"E Inv (Type C)",30,80.00,2.00,20.00,0.05
82218,"Inv (TypeA)",10,0.14,0.02,20.00,0.05
