"TABLE_NAME","COLUMN_NAME","DATA_TYPE","CHARACTER_MAXIMUM_LENGTH","IS_NULLABLE","IS_PK","IS_GUID"
"AssetAttribute","RelayGUID","nvarchar","20","NO","PK","GUID"
"AssetAttribute","Name","nvarchar","100","NO","PK",""
"AssetAttribute","StrVal","nvarchar","255","YES","",""
"AssetAttribute","FpVal","float","","YES","",""
"AssetAttribute","DateModified","datetime","","YES","",""
"AssetAttribute","SynchWriteDate","datetime","","YES","",""
"AssetAttribute","Type","int","","YES","",""
"AssetAttribute","LastModBy","nvarchar","20","YES","",""
"Config","Name","nvarchar","20","YES","",""
"Config","ConfigValue","nvarchar","80","YES","",""
"Curves","CurveGuid","nvarchar","20","NO","PK","GUID"
"Curves","DateModified","datetime","","YES","",""
"Curves","DateSynch","datetime","","YES","",""
"Curves","CurveType","nvarchar","50","YES","",""
"Curves","Manufacturer","nvarchar","50","YES","",""
"Curves","Model","nvarchar","100","YES","",""
"Curves","CurveName","nvarchar","50","YES","",""
"Curves","ScaleType","int","","YES","",""
"Curves","ResetEquation","nvarchar","80","YES","",""
"Curves","Notes","nvarchar","80","YES","",""
"Curves","CurveDataBin","varbinary","-1","YES","",""
"Curves","bIsDel","int","","YES","",""
"Curves","DeleteInfo","nvarchar","62","YES","",""
"Curves","Family","nvarchar","50","YES","",""
"Curves","TripUnit","nvarchar","50","YES","",""
"Curves","XmlData","nvarchar","-1","YES","",""
"Curves","SynchWriteDate","datetime","","YES","",""
"Curves","StatFlg","int","","YES","",""
"Curves","bLocked","tinyint","","YES","",""
"Curves","LockInfo","nvarchar","-1","YES","",""
"DeltaComment","TxtGUID","nvarchar","20","NO","PK","GUID"
"DeltaComment","ResultsGUID","nvarchar","20","YES","","GUID"
"DeltaComment","Txt","nvarchar","-1","YES","",""
"DeltaComment","DeltaDate","datetime","","YES","",""
"DeltaComment","SynchWriteDate","datetime","","YES","",""
"DeltaCorrAct","TxtGUID","nvarchar","20","NO","PK","GUID"
"DeltaCorrAct","ResultsGUID","nvarchar","20","YES","","GUID"
"DeltaCorrAct","Txt","nvarchar","-1","YES","",""
"DeltaCorrAct","DeltaDate","datetime","","YES","",""
"DeltaCorrAct","SynchWriteDate","datetime","","YES","",""
"DeltaDeficiency","TxtGUID","nvarchar","20","NO","PK","GUID"
"DeltaDeficiency","ResultsGUID","nvarchar","20","YES","","GUID"
"DeltaDeficiency","Txt","nvarchar","-1","YES","",""
"DeltaDeficiency","DeltaDate","datetime","","YES","",""
"DeltaDeficiency","SynchWriteDate","datetime","","YES","",""
"DeltaRecommend","TxtGUID","nvarchar","20","NO","PK","GUID"
"DeltaRecommend","ResultsGUID","nvarchar","20","YES","","GUID"
"DeltaRecommend","Txt","nvarchar","-1","YES","",""
"DeltaRecommend","DeltaDate","datetime","","YES","",""
"DeltaRecommend","SynchWriteDate","datetime","","YES","",""
"Device_Type","DeviceGUID","nvarchar","20","NO","PK","GUID"
"Device_Type","DeviceName","nvarchar","75","YES","",""
"Device_Type","Manufacturer","nvarchar","40","YES","",""
"Device_Type","IEEEDevice","nvarchar","60","YES","",""
"Device_Type","RptFilename","nvarchar","50","YES","",""
"Device_Type","DeviceLink","nvarchar","50","YES","",""
"Device_Type","bUseCustomRpt","int","","YES","",""
"Device_Type","Notes","nvarchar","-1","YES","",""
"Device_Type","Family","nvarchar","40","YES","",""
"Device_Type","TemplateDefinition","varbinary","-1","YES","",""
"Device_Type","DateModified","datetime","","YES","",""
"Device_Type","DateCreated","datetime","","YES","",""
"Device_Type","NameplateCrc","int","","YES","",""
"Device_Type","DateSynch","datetime","","YES","",""
"Device_Type","bIsDel","int","","YES","",""
"Device_Type","DeleteInfo","nvarchar","62","YES","",""
"Device_Type","bIsRetired","tinyint","","YES","",""
"Device_Type","MaintPeriod","int","","YES","",""
"Device_Type","bOptimaForm","tinyint","","YES","",""
"Device_Type","bSuggestUpdate","tinyint","","YES","",""
"Device_Type","FormNumber","int","","YES","",""
"Device_Type","TemplatesUsed","nvarchar","-1","YES","",""
"Device_Type","RevisionHistory","nvarchar","-1","YES","",""
"Device_Type","ScopeOfWork","varbinary","-1","YES","",""
"Device_Type","LastModBy","nvarchar","20","YES","",""
"Device_Type","CreatorGuid","nvarchar","20","YES","","GUID"
"Device_Type","ExternalTemplates","nvarchar","-1","YES","",""
"Device_Type","PreferenceLevel","int","","YES","",""
"Device_Type","ReplaceWith","nvarchar","20","YES","",""
"Device_Type","eFormType","int","","YES","",""
"Device_Type","InstFamily","nvarchar","40","YES","",""
"Device_Type","eInstFormType","int","","YES","",""
"Device_Type","SynchWriteDate","datetime","","YES","",""
"Device_Type","StatFlg","int","","YES","",""
"Device_Type","bLocked","tinyint","","YES","",""
"Device_Type","LockInfo","nvarchar","-1","YES","",""
"Device_Type_Print_Order","DeviceGUID","nvarchar","20","NO","PK","GUID"
"Device_Type_Print_Order","DevOrder","int","","YES","",""
"Device_Type_Print_Order","eRptType","int","","YES","",""
"Device_Type_Print_Order","DateModified","datetime","","YES","",""
"Device_Type_Print_Order","SynchWriteDate","datetime","","YES","",""
"Device_Type_Settings","IdentityId","int","","NO","PK",""
"Device_Type_Settings","DeviceGUID","nvarchar","20","YES","","GUID"
"Device_Type_Settings","GroupName","nvarchar","40","YES","",""
"Device_Type_Settings","SettingName","nvarchar","40","YES","",""
"Device_Type_Settings","Comments","nvarchar","255","YES","",""
"Device_Type_Settings","EnumStrings","nvarchar","255","YES","",""
"Device_Type_Settings","TypeOfData","nvarchar","50","YES","",""
"Device_Type_Settings","GroupOrder","int","","YES","",""
"Device_Type_Settings","SettingOrder","int","","YES","",""
"Device_Type_Settings","MinValue","float","","YES","",""
"Device_Type_Settings","MaxValue","float","","YES","",""
"DeviceHelp","ItemId","nvarchar","75","NO","PK",""
"DeviceHelp","HelpType","tinyint","","NO","PK",""
"DeviceHelp","HelpLanguage","nvarchar","30","NO","PK",""
"DeviceHelp","DateModified","datetime","","YES","",""
"DeviceHelp","HelpText","varbinary","-1","YES","",""
"DeviceHelp","Width","int","","YES","",""
"DeviceHelp","Height","int","","YES","",""
"DeviceHelp","SynchWriteDate","datetime","","YES","",""
"DeviceHelp","StatFlg","int","","YES","",""
"DeviceHelp","bLocked","tinyint","","YES","",""
"DeviceHelp","LockInfo","nvarchar","-1","YES","",""
"DeviceHelp","DateSynch","datetime","","YES","",""
"DeviceHelp","HelpDesc","nvarchar","75","YES","",""
"FolderAudit","AuditGUID","nvarchar","20","NO","PK","GUID"
"FolderAudit","Operation","int","","YES","",""
"FolderAudit","OpDate","datetime","","YES","",""
"FolderAudit","Info","nvarchar","62","YES","",""
"FolderAudit","bIsDel","int","","YES","",""
"FolderAudit","SynchWriteDate","datetime","","YES","",""
"FolderHierarchy","AncestorGUID","nvarchar","20","NO","PK","GUID"
"FolderHierarchy","DescendantGUID","nvarchar","20","NO","PK","GUID"
"FolderHierarchy","bIsDel","int","","YES","",""
"FolderHierarchy","Length","int","","YES","",""
"FolderHierarchy","CreateAuditGUID","nvarchar","20","YES","","GUID"
"FolderHierarchy","DeleteAuditGUID","nvarchar","20","YES","","GUID"
"FolderOrg","FolderGUID","nvarchar","20","NO","PK","GUID"
"FolderOrg","Name","nvarchar","80","YES","",""
"FolderOrg","RegionGUID","nvarchar","20","YES","","GUID"
"FolderOrg","OrderWeight","int","","YES","",""
"FolderOrg","ModifyAuditGUID","nvarchar","20","YES","","GUID"
"FormDataType","FormDataTypeGUID","nvarchar","20","NO","PK","GUID"
"FormDataType","Description","nvarchar","50","YES","",""
"FormDataType","DateModified","datetime","","YES","",""
"FormDataType","bIsDel","int","","YES","",""
"FormDataType","DeleteInfo","nvarchar","62","YES","",""
"FormDataType","SynchWriteDate","datetime","","YES","",""
"FormDataTypeTags","DeviceGUID","nvarchar","20","NO","PK","GUID"
"FormDataTypeTags","TagName","nvarchar","80","NO","PK",""
"FormDataTypeTags","FormDataTypeGUID","nvarchar","20","NO","PK","GUID"
"FormDataTypeTags","DateModified","datetime","","YES","",""
"FormDataTypeTags","bIsDel","int","","YES","",""
"FormDataTypeTags","DeleteInfo","nvarchar","62","YES","",""
"FormDataTypeTags","SynchWriteDate","datetime","","YES","",""
"FormFamily","Name","nvarchar","80","NO","PK",""
"FormFamily","IconGUID","nvarchar","20","YES","","GUID"
"FormFamily","DateModified","datetime","","YES","",""
"FormFamily","SynchWriteDate","datetime","","YES","",""
"FormTemplet","TempletGUID","nvarchar","20","NO","PK","GUID"
"FormTemplet","FormGUID","nvarchar","20","YES","","GUID"
"FormTemplet","PdbXml","nvarchar","-1","YES","",""
"FormTemplet","Name","nvarchar","80","YES","",""
"FormTemplet","ModDate","datetime","","YES","",""
"FormTemplet","LastModBy","nvarchar","20","YES","",""
"FormTemplet","CreateDate","datetime","","YES","",""
"FormTemplet","CreatorGUID","nvarchar","20","YES","","GUID"
"FormTemplet","bIsDel","int","","YES","",""
"FormTemplet","DeleteInfo","nvarchar","62","YES","",""
"FormTemplet","SynchWriteDate","datetime","","YES","",""
"FormUpdate","EntryGUID","nvarchar","20","NO","PK","GUID"
"FormUpdate","FormGUID","nvarchar","20","YES","","GUID"
"FormUpdate","bIsSubform","tinyint","","YES","",""
"FormUpdate","DateModified","datetime","","YES","",""
"FormUpdate","UserGUID","nvarchar","20","YES","","GUID"
"FormUpdate","UserRevision","int","","YES","",""
"FormUpdate","PDBRevision","int","","YES","",""
"FormUpdate","Description","nvarchar","200","YES","",""
"FormUpdate","bPostToWeb","tinyint","","YES","",""
"FormUpdate","SynchWriteDate","datetime","","YES","",""
"FormUpdate","StatFlg","int","","YES","",""
"FormUpdate","bLocked","tinyint","","YES","",""
"FormUpdate","LockInfo","nvarchar","-1","YES","",""
"IconInfo","IconGUID","nvarchar","20","NO","PK","GUID"
"IconInfo","Name","nvarchar","80","YES","",""
"IconInfo","Icon","varbinary","-1","YES","",""
"IconInfo","DateModified","datetime","","YES","",""
"IconInfo","SynchWriteDate","datetime","","YES","",""
"JobAttribute","JobGUID","nvarchar","20","NO","PK","GUID"
"JobAttribute","Name","nvarchar","100","NO","PK",""
"JobAttribute","StrVal","nvarchar","255","YES","",""
"JobAttribute","FpVal","float","","YES","",""
"JobAttribute","DateModified","datetime","","YES","",""
"JobAttribute","SynchWriteDate","datetime","","YES","",""
"JobAttribute","Type","int","","YES","",""
"JobAttribute","LastModBy","nvarchar","20","YES","",""
"JobUserAccount","JobGUID","nvarchar","20","NO","PK","GUID"
"JobUserAccount","UserGUID","nvarchar","20","NO","PK","GUID"
"JobUserAccount","DateCreated","datetime","","YES","",""
"JobUserAccount","DateModified","datetime","","YES","",""
"JobUserAccount","bIsDel","int","","YES","",""
"JobUserAccount","DeleteInfo","nvarchar","62","YES","",""
"JobUserAccount","AddingUserGUID","nvarchar","20","YES","","GUID"
"JobUserAccount","LastModBy","nvarchar","20","YES","",""
"JobUserAccount","SynchWriteDate","datetime","","YES","",""
"JobUserAccount","StatFlg","int","","YES","",""
"JobUserAccount","bLocked","tinyint","","YES","",""
"JobUserAccount","LockInfo","nvarchar","-1","YES","",""
"Manufacturer","ManufGUID","nvarchar","20","NO","PK","GUID"
"Manufacturer","ManufName","nvarchar","80","YES","",""
"Manufacturer","DateModified","datetime","","YES","",""
"Manufacturer","DateCreated","datetime","","YES","",""
"Manufacturer","DateSynch","datetime","","YES","",""
"Manufacturer","bIsDel","int","","YES","",""
"Manufacturer","DeleteInfo","nvarchar","62","YES","",""
"Manufacturer","SynchWriteDate","datetime","","YES","",""
"Manufacturer","StatFlg","int","","YES","",""
"Manufacturer","bLocked","tinyint","","YES","",""
"Manufacturer","LockInfo","nvarchar","-1","YES","",""
"Model_Data","ModelGuid","nvarchar","20","NO","PK","GUID"
"Model_Data","ManufacturerGUID","nvarchar","20","YES","","GUID"
"Model_Data","SerialNo","nvarchar","80","YES","",""
"Model_Data","Model","nvarchar","80","YES","",""
"Model_Data","CalibrationPeriod","int","","YES","",""
"Model_Data","CalibrationDate","datetime","","YES","",""
"Model_Data","CalibrationDueDate","datetime","","YES","",""
"Model_Data","DateModified","datetime","","YES","",""
"Model_Data","DateCreated","datetime","","YES","",""
"Model_Data","DateSynch","datetime","","YES","",""
"Model_Data","bIsDel","int","","YES","",""
"Model_Data","DeleteInfo","nvarchar","62","YES","",""
"Model_Data","Type","int","","YES","",""
"Model_Data","Description","nvarchar","80","YES","",""
"Model_Data","RegionGuid","nvarchar","20","YES","","GUID"
"Model_Data","RegionDate","datetime","","YES","",""
"Model_Data","EqType","nvarchar","50","YES","",""
"Model_Data","UsrInt1","int","","YES","",""
"Model_Data","UsrInt2","int","","YES","",""
"Model_Data","UsrInt3","int","","YES","",""
"Model_Data","UsrInt4","int","","YES","",""
"Model_Data","UsrInt5","int","","YES","",""
"Model_Data","UsrInt6","int","","YES","",""
"Model_Data","UsrInt7","int","","YES","",""
"Model_Data","UsrInt8","int","","YES","",""
"Model_Data","UsrInt9","int","","YES","",""
"Model_Data","UsrInt10","int","","YES","",""
"Model_Data","UsrInt11","int","","YES","",""
"Model_Data","UsrInt12","int","","YES","",""
"Model_Data","UsrInt13","int","","YES","",""
"Model_Data","UsrInt14","int","","YES","",""
"Model_Data","UsrInt15","int","","YES","",""
"Model_Data","UsrInt16","int","","YES","",""
"Model_Data","UsrInt17","int","","YES","",""
"Model_Data","UsrInt18","int","","YES","",""
"Model_Data","UsrInt19","int","","YES","",""
"Model_Data","UsrInt20","int","","YES","",""
"Model_Data","UsrInt21","int","","YES","",""
"Model_Data","UsrInt22","int","","YES","",""
"Model_Data","UsrInt23","int","","YES","",""
"Model_Data","UsrInt24","int","","YES","",""
"Model_Data","UsrInt25","int","","YES","",""
"Model_Data","UsrFloat1","float","","YES","",""
"Model_Data","UsrFloat2","float","","YES","",""
"Model_Data","UsrFloat3","float","","YES","",""
"Model_Data","UsrFloat4","float","","YES","",""
"Model_Data","UsrFloat5","float","","YES","",""
"Model_Data","UsrFloat6","float","","YES","",""
"Model_Data","UsrFloat7","float","","YES","",""
"Model_Data","UsrFloat8","float","","YES","",""
"Model_Data","UsrFloat9","float","","YES","",""
"Model_Data","UsrFloat10","float","","YES","",""
"Model_Data","UsrFloat11","float","","YES","",""
"Model_Data","UsrFloat12","float","","YES","",""
"Model_Data","UsrFloat13","float","","YES","",""
"Model_Data","UsrFloat14","float","","YES","",""
"Model_Data","UsrFloat15","float","","YES","",""
"Model_Data","UsrFloat16","float","","YES","",""
"Model_Data","UsrFloat17","float","","YES","",""
"Model_Data","UsrFloat18","float","","YES","",""
"Model_Data","UsrFloat19","float","","YES","",""
"Model_Data","UsrFloat20","float","","YES","",""
"Model_Data","UsrFloat21","float","","YES","",""
"Model_Data","UsrFloat22","float","","YES","",""
"Model_Data","UsrFloat23","float","","YES","",""
"Model_Data","UsrFloat24","float","","YES","",""
"Model_Data","UsrFloat25","float","","YES","",""
"Model_Data","UsrString1","nvarchar","50","YES","",""
"Model_Data","UsrString2","nvarchar","50","YES","",""
"Model_Data","UsrString3","nvarchar","50","YES","",""
"Model_Data","UsrString4","nvarchar","50","YES","",""
"Model_Data","UsrString5","nvarchar","50","YES","",""
"Model_Data","UsrString6","nvarchar","50","YES","",""
"Model_Data","UsrString7","nvarchar","50","YES","",""
"Model_Data","UsrString8","nvarchar","50","YES","",""
"Model_Data","UsrString9","nvarchar","50","YES","",""
"Model_Data","UsrString10","nvarchar","50","YES","",""
"Model_Data","UsrString11","nvarchar","50","YES","",""
"Model_Data","UsrString12","nvarchar","50","YES","",""
"Model_Data","UsrString13","nvarchar","50","YES","",""
"Model_Data","UsrString14","nvarchar","50","YES","",""
"Model_Data","UsrString15","nvarchar","50","YES","",""
"Model_Data","UsrString16","nvarchar","50","YES","",""
"Model_Data","UsrString17","nvarchar","50","YES","",""
"Model_Data","UsrString18","nvarchar","50","YES","",""
"Model_Data","UsrString19","nvarchar","50","YES","",""
"Model_Data","UsrString20","nvarchar","50","YES","",""
"Model_Data","UsrString21","nvarchar","50","YES","",""
"Model_Data","UsrString22","nvarchar","50","YES","",""
"Model_Data","UsrString23","nvarchar","50","YES","",""
"Model_Data","UsrString24","nvarchar","50","YES","",""
"Model_Data","UsrString25","nvarchar","50","YES","",""
"Model_Data","UsrDate1","datetime","","YES","",""
"Model_Data","UsrDate2","datetime","","YES","",""
"Model_Data","UsrDate3","datetime","","YES","",""
"Model_Data","UsrDate4","datetime","","YES","",""
"Model_Data","UsrDate5","datetime","","YES","",""
"Model_Data","UsrDate6","datetime","","YES","",""
"Model_Data","UsrDate7","datetime","","YES","",""
"Model_Data","UsrDate8","datetime","","YES","",""
"Model_Data","UsrDate9","datetime","","YES","",""
"Model_Data","UsrDate10","datetime","","YES","",""
"Model_Data","SynchWriteDate","datetime","","YES","",""
"Model_Data","StatFlg","int","","YES","",""
"Model_Data","bLocked","tinyint","","YES","",""
"Model_Data","LockInfo","nvarchar","-1","YES","",""
"ModHistory","UserGuid","nvarchar","20","NO","PK","GUID"
"ModHistory","ItemGuid","nvarchar","20","NO","PK","GUID"
"ModHistory","eItemType","int","","NO","PK",""
"ModHistory","eModType","int","","NO","PK",""
"ModHistory","ModTimestamp","datetime","","YES","",""
"ModHistory","FirstModified","datetime","","YES","",""
"ModHistory","ModCount","int","","YES","",""
"ModHistory","Details","nvarchar","-1","YES","",""
"ModUser","UserGUID","nvarchar","20","NO","PK","GUID"
"ModUser","UserName","nvarchar","80","YES","",""
"ModUser","FullName","nvarchar","160","YES","",""
"ModUser","Description","nvarchar","160","YES","",""
"ModUser","Passwrd","nvarchar","120","YES","",""
"ModUser","Privilege","int","","YES","",""
"ModUser","bUserMustChange","int","","YES","",""
"ModUser","bUserCannotChange","int","","YES","",""
"ModUser","bAccountDisabled","int","","YES","",""
"ModUser","DateModified","datetime","","YES","",""
"ModUser","DateCreated","datetime","","YES","",""
"ModUser","DateSynch","datetime","","YES","",""
"ModUser","bIsDel","int","","YES","",""
"ModUser","DeleteInfo","nvarchar","62","YES","",""
"ModUser","RegionGuid","nvarchar","20","YES","","GUID"
"ModUser","RegionDate","datetime","","YES","",""
"ModUser","PhoneNo","nvarchar","-1","YES","",""
"ModUser","Email","nvarchar","-1","YES","",""
"ModUser","CustomInfo1","nvarchar","-1","YES","",""
"ModUser","CustomInfo2","nvarchar","-1","YES","",""
"ModUser","CustomInfo3","nvarchar","-1","YES","",""
"ModUser","LastModBy","nvarchar","20","YES","",""
"ModUser","CreatorGuid","nvarchar","20","YES","","GUID"
"ModUser","PswdChngDate","datetime","","YES","",""
"ModUser","PrevPasswrd1","nvarchar","120","YES","",""
"ModUser","PrevPasswrd2","nvarchar","120","YES","",""
"ModUser","PrevPasswrd3","nvarchar","120","YES","",""
"ModUser","PrevPasswrd4","nvarchar","120","YES","",""
"ModUser","FeatureMask","int","","YES","",""
"ModUser","AdSid","nvarchar","200","YES","",""
"ModUser","SynchWriteDate","datetime","","YES","",""
"ModUser","StatFlg","int","","YES","",""
"ModUser","bLocked","tinyint","","YES","",""
"ModUser","LockInfo","nvarchar","-1","YES","",""
"PdbAddrHeader","CompanyGUID","nvarchar","20","NO","PK","GUID"
"PdbAddrHeader","CType","int","","YES","",""
"PdbAddrHeader","Name","nvarchar","100","YES","",""
"PdbAddrHeader","DateModified","datetime","","YES","",""
"PdbAddrHeader","DateCreated","datetime","","YES","",""
"PdbAddrHeader","DateSynch","datetime","","YES","",""
"PdbAddrHeader","bIsDel","int","","YES","",""
"PdbAddrHeader","DeleteInfo","nvarchar","62","YES","",""
"PdbAddrHeader","bImported","tinyint","","YES","",""
"PdbAddrHeader","DefaultOrderBy","nvarchar","-1","YES","",""
"PdbAddrHeader","HdrNeutralId","nvarchar","50","YES","",""
"PdbAddrHeader","LastModBy","nvarchar","20","YES","",""
"PdbAddrHeader","CreatorGuid","nvarchar","20","YES","","GUID"
"PdbAddrHeader","SynchWriteDate","datetime","","YES","",""
"PdbAddrHeader","StatFlg","int","","YES","",""
"PdbAddrHeader","bLocked","tinyint","","YES","",""
"PdbAddrHeader","LockInfo","nvarchar","-1","YES","",""
"PdbAddrHeaderArchive","CompanyGUID","nvarchar","20","NO","PK","GUID"
"PdbAddrHeaderArchive","DateModified","datetime","","NO","PK",""
"PdbAddrHeaderArchive","CType","int","","YES","",""
"PdbAddrHeaderArchive","Name","nvarchar","100","YES","",""
"PdbAddrHeaderArchive","DateCreated","datetime","","YES","",""
"PdbAddrHeaderArchive","DateSynch","datetime","","YES","",""
"PdbAddrHeaderArchive","bIsDel","int","","YES","",""
"PdbAddrHeaderArchive","DeleteInfo","nvarchar","62","YES","",""
"PdbAddrHeaderArchive","bImported","tinyint","","YES","",""
"PdbAddrHeaderArchive","DefaultOrderBy","nvarchar","-1","YES","",""
"PdbAddrHeaderArchive","HdrNeutralId","nvarchar","50","YES","",""
"PdbAddrHeaderArchive","LastModBy","nvarchar","20","YES","",""
"PdbAddrHeaderArchive","CreatorGuid","nvarchar","20","YES","","GUID"
"PdbAddrHeaderArchive","SynchWriteDate","datetime","","YES","",""
"PdbAddrHeaderArchive","StatFlg","int","","YES","",""
"PdbAddrHeaderArchive","bLocked","tinyint","","YES","",""
"PdbAddrHeaderArchive","LockInfo","nvarchar","-1","YES","",""
"PdbAddrHeaderArchive","DateArchived","datetime","","YES","",""
"PdbAddrInfo","AddrGUID","nvarchar","20","NO","PK","GUID"
"PdbAddrInfo","CompanyGUID","nvarchar","20","YES","","GUID"
"PdbAddrInfo","Type","int","","YES","",""
"PdbAddrInfo","AddrLn1","nvarchar","100","YES","",""
"PdbAddrInfo","AddrLn2","nvarchar","80","YES","",""
"PdbAddrInfo","City","nvarchar","40","YES","",""
"PdbAddrInfo","State","nvarchar","40","YES","",""
"PdbAddrInfo","Country","nvarchar","20","YES","",""
"PdbAddrInfo","Zip","nvarchar","10","YES","",""
"PdbAddrInfo","bIsMailingAddr","int","","YES","",""
"PdbAddrInfo","FirstName","nvarchar","20","YES","",""
"PdbAddrInfo","LastName","nvarchar","20","YES","",""
"PdbAddrInfo","MailCode","nvarchar","80","YES","",""
"PdbAddrInfo","Phone","nvarchar","20","YES","",""
"PdbAddrInfo","PhoneExt","nvarchar","10","YES","",""
"PdbAddrInfo","Fax","nvarchar","20","YES","",""
"PdbAddrInfo","FaxExt","nvarchar","10","YES","",""
"PdbAddrInfo","Email","nvarchar","40","YES","",""
"PdbAddrInfo","Notes","nvarchar","-1","YES","",""
"PdbAddrInfo","DateModified","datetime","","YES","",""
"PdbAddrInfo","DateCreated","datetime","","YES","",""
"PdbAddrInfo","DateSynch","datetime","","YES","",""
"PdbAddrInfo","bIsDel","int","","YES","",""
"PdbAddrInfo","DeleteInfo","nvarchar","62","YES","",""
"PdbAddrInfo","bImported","tinyint","","YES","",""
"PdbAddrInfo","WebUser","nvarchar","80","YES","",""
"PdbAddrInfo","WebPass","nvarchar","80","YES","",""
"PdbAddrInfo","WebPriv","int","","YES","",""
"PdbAddrInfo","Mobile","nvarchar","20","YES","",""
"PdbAddrInfo","RegionGuid","nvarchar","20","YES","","GUID"
"PdbAddrInfo","RegionDate","datetime","","YES","",""
"PdbAddrInfo","AddrNeutralId","nvarchar","50","YES","",""
"PdbAddrInfo","LastModBy","nvarchar","20","YES","",""
"PdbAddrInfo","CreatorGuid","nvarchar","20","YES","","GUID"
"PdbAddrInfo","SynchWriteDate","datetime","","YES","",""
"PdbAddrInfo","StatFlg","int","","YES","",""
"PdbAddrInfo","bLocked","tinyint","","YES","",""
"PdbAddrInfo","LockInfo","nvarchar","-1","YES","",""
"PdbAddrInfoArchive","AddrGUID","nvarchar","20","NO","PK","GUID"
"PdbAddrInfoArchive","DateModified","datetime","","NO","PK",""
"PdbAddrInfoArchive","CompanyGUID","nvarchar","20","YES","","GUID"
"PdbAddrInfoArchive","Type","int","","YES","",""
"PdbAddrInfoArchive","AddrLn1","nvarchar","100","YES","",""
"PdbAddrInfoArchive","AddrLn2","nvarchar","80","YES","",""
"PdbAddrInfoArchive","City","nvarchar","40","YES","",""
"PdbAddrInfoArchive","State","nvarchar","40","YES","",""
"PdbAddrInfoArchive","Country","nvarchar","20","YES","",""
"PdbAddrInfoArchive","Zip","nvarchar","10","YES","",""
"PdbAddrInfoArchive","bIsMailingAddr","int","","YES","",""
"PdbAddrInfoArchive","FirstName","nvarchar","20","YES","",""
"PdbAddrInfoArchive","LastName","nvarchar","20","YES","",""
"PdbAddrInfoArchive","MailCode","nvarchar","80","YES","",""
"PdbAddrInfoArchive","Phone","nvarchar","20","YES","",""
"PdbAddrInfoArchive","PhoneExt","nvarchar","10","YES","",""
"PdbAddrInfoArchive","Fax","nvarchar","20","YES","",""
"PdbAddrInfoArchive","FaxExt","nvarchar","10","YES","",""
"PdbAddrInfoArchive","Email","nvarchar","40","YES","",""
"PdbAddrInfoArchive","Notes","nvarchar","-1","YES","",""
"PdbAddrInfoArchive","DateCreated","datetime","","YES","",""
"PdbAddrInfoArchive","DateSynch","datetime","","YES","",""
"PdbAddrInfoArchive","bIsDel","int","","YES","",""
"PdbAddrInfoArchive","DeleteInfo","nvarchar","62","YES","",""
"PdbAddrInfoArchive","bImported","tinyint","","YES","",""
"PdbAddrInfoArchive","WebUser","nvarchar","80","YES","",""
"PdbAddrInfoArchive","WebPass","nvarchar","80","YES","",""
"PdbAddrInfoArchive","WebPriv","int","","YES","",""
"PdbAddrInfoArchive","Mobile","nvarchar","20","YES","",""
"PdbAddrInfoArchive","RegionGuid","nvarchar","20","YES","","GUID"
"PdbAddrInfoArchive","RegionDate","datetime","","YES","",""
"PdbAddrInfoArchive","AddrNeutralId","nvarchar","50","YES","",""
"PdbAddrInfoArchive","LastModBy","nvarchar","20","YES","",""
"PdbAddrInfoArchive","CreatorGuid","nvarchar","20","YES","","GUID"
"PdbAddrInfoArchive","SynchWriteDate","datetime","","YES","",""
"PdbAddrInfoArchive","StatFlg","int","","YES","",""
"PdbAddrInfoArchive","bLocked","tinyint","","YES","",""
"PdbAddrInfoArchive","LockInfo","nvarchar","-1","YES","",""
"PdbAddrInfoArchive","DateArchived","datetime","","YES","",""
"PdbCategory","CategoryGUID","nvarchar","20","NO","PK","GUID"
"PdbCategory","Name","nvarchar","80","YES","",""
"PdbCategory","UserNum0","int","","YES","",""
"PdbCategory","UserNum1","int","","YES","",""
"PdbCategory","UserNum2","int","","YES","",""
"PdbCategory","UserStr0","nvarchar","80","YES","",""
"PdbCategory","UserStr1","nvarchar","80","YES","",""
"PdbCategory","UserStr2","nvarchar","80","YES","",""
"PdbCategory","bIsDel","int","","YES","",""
"PdbCategory","DeleteInfo","nvarchar","62","YES","",""
"PdbCategory","DateModified","datetime","","YES","",""
"PdbCategory","DateCreated","datetime","","YES","",""
"PdbCategory","SynchWriteDate","datetime","","YES","",""
"PdbCategory","StatFlg","int","","YES","",""
"PdbCategory","bLocked","tinyint","","YES","",""
"PdbCategory","LockInfo","nvarchar","-1","YES","",""
"PdbCompliance","ComplianceGUID","nvarchar","20","NO","PK","GUID"
"PdbCompliance","RelayGUID","nvarchar","20","YES","","GUID"
"PdbCompliance","CategoryGUID","nvarchar","20","YES","","GUID"
"PdbCompliance","SubCategoryGUID","nvarchar","20","YES","","GUID"
"PdbCompliance","eMaintenancePeriodType","int","","YES","",""
"PdbCompliance","bMaintenanceAbs","tinyint","","YES","",""
"PdbCompliance","MaintenanceInterval","int","","YES","",""
"PdbCompliance","eComplianceType","int","","YES","",""
"PdbCompliance","Risk","int","","YES","",""
"PdbCompliance","UserNum0","int","","YES","",""
"PdbCompliance","UserNum1","int","","YES","",""
"PdbCompliance","UserNum2","int","","YES","",""
"PdbCompliance","UserNum3","int","","YES","",""
"PdbCompliance","UserNum4","int","","YES","",""
"PdbCompliance","UserStr0","nvarchar","80","YES","",""
